Name,Level,dr,er,fire,poison,cold,rad
eyebot,38,76.0,76.0,76.0,1000.0,76.0,76.0
eyebot,39,78.0,78.0,78.0,1000.0,78.0,78.0
eyebot,40,80.0,80.0,80.0,1000.0,80.0,80.0
eyebot,41,82.0,82.0,82.0,1000.0,82.0,82.0
eyebot,42,84.0,84.0,84.0,1000.0,84.0,84.0
eyebot,43,86.0,86.0,86.0,1000.0,86.0,86.0
eyebot,44,88.0,88.0,88.0,1000.0,88.0,88.0
eyebot,45,90.0,90.0,90.0,1000.0,90.0,90.0
eyebot,46,92.0,92.0,92.0,1000.0,92.0,92.0
eyebot,47,94.0,94.0,94.0,1000.0,94.0,94.0
eyebot,48,96.0,96.0,96.0,1000.0,96.0,96.0
eyebot,49,98.0,98.0,98.0,1000.0,98.0,98.0
eyebot,50,100.0,100.0,100.0,1000.0,100.0,100.0
eyebot,51,102.0,102.0,102.0,1000.0,102.0,102.0
eyebot,52,104.0,104.0,104.0,1000.0,104.0,104.0
eyebot,53,106.0,106.0,106.0,1000.0,106.0,106.0
eyebot,54,108.0,108.0,108.0,1000.0,108.0,108.0
eyebot,55,110.0,110.0,110.0,1000.0,110.0,110.0
eyebot,56,112.0,112.0,112.0,1000.0,112.0,112.0
eyebot,57,114.0,114.0,114.0,1000.0,114.0,114.0
eyebot,58,116.0,116.0,116.0,1000.0,116.0,116.0
eyebot,59,118.0,118.0,118.0,1000.0,118.0,118.0
eyebot,60,120,120,120,1000,120,120
eyebot,61,120,120,120,1000,120,120
eyebot,62,120,120,120,1000,120,120
eyebot,63,120,120,120,1000,120,120
eyebot,64,120,120,120,1000,120,120
eyebot,65,120,120,120,1000,120,120
eyebot,66,120,120,120,1000,120,120
eyebot,67,120,120,120,1000,120,120
eyebot,68,120,120,120,1000,120,120
eyebot,69,120,120,120,1000,120,120
eyebot,70,120,120,120,1000,120,120
eyebot,71,120,120,120,1000,120,120
eyebot,72,120,120,120,1000,120,120
eyebot,73,120,120,120,1000,120,120
eyebot,74,120,120,120,1000,120,120
eyebot,75,120,120,120,1000,120,120
eyebot,76,120,120,120,1000,120,120
eyebot,77,120,120,120,1000,120,120
eyebot,78,120,120,120,1000,120,120
eyebot,79,120,120,120,1000,120,120
eyebot,80,120,120,120,1000,120,120
eyebot,81,120,120,120,1000,120,120
eyebot,82,120,120,120,1000,120,120
eyebot,83,120,120,120,1000,120,120
eyebot,84,120,120,120,1000,120,120
eyebot,85,120,120,120,1000,120,120
eyebot,86,120,120,120,1000,120,120
eyebot,87,120,120,120,1000,120,120
eyebot,88,120,120,120,1000,120,120
eyebot,89,120,120,120,1000,120,120
eyebot,90,120,120,120,1000,120,120
eyebot,91,120,120,120,1000,120,120
eyebot,92,120,120,120,1000,120,120
eyebot,93,120,120,120,1000,120,120
eyebot,94,120,120,120,1000,120,120
eyebot,95,120,120,120,1000,120,120
eyebot,96,120,120,120,1000,120,120
eyebot,97,120,120,120,1000,120,120
eyebot,98,120,120,120,1000,120,120
eyebot,99,120,120,120,1000,120,120
eyebot,100,120,120,120,1000,120,120
eyebot,101,120,120,120,1000,120,120
eyebot,102,120,120,120,1000,120,120
eyebot,103,120,120,120,1000,120,120
eyebot,104,120,120,120,1000,120,120
eyebot,105,120,120,120,1000,120,120
eyebot,106,120,120,120,1000,120,120
eyebot,107,120,120,120,1000,120,120
eyebot,108,120,120,120,1000,120,120
eyebot,109,120,120,120,1000,120,120
eyebot,110,120,120,120,1000,120,120
eyebot,111,120,120,120,1000,120,120
eyebot,112,120,120,120,1000,120,120
eyebot,113,120,120,120,1000,120,120
eyebot,114,120,120,120,1000,120,120
eyebot,115,120,120,120,1000,120,120
eyebot,116,120,120,120,1000,120,120
eyebot,117,120,120,120,1000,120,120
eyebot,118,120,120,120,1000,120,120
eyebot,119,120,120,120,1000,120,120
eyebot,120,120,120,120,1000,120,120
fanaticboss_dailyops,1,1,1,1,1,1,1
fanaticboss_dailyops,2,1,1,1,1,1,1
fanaticboss_dailyops,3,1,1,1,1,1,1
fanaticboss_dailyops,4,1,1,1,1,1,1
fanaticboss_dailyops,5,1,1,1,1,1,1
fanaticboss_dailyops,6,1,1,1,1,1,1
fanaticboss_dailyops,7,1,1,1,1,1,1
fanaticboss_dailyops,8,1,1,1,1,1,1
fanaticboss_dailyops,9,1,1,1,1,1,1
fanaticboss_dailyops,10,1,1,1,1,1,1
fanaticboss_dailyops,11,1,1,1,1,1,1
fanaticboss_dailyops,12,1,1,1,1,1,1
fanaticboss_dailyops,13,1,1,1,1,1,1
fanaticboss_dailyops,14,1,1,1,1,1,1
fanaticboss_dailyops,15,1,1,1,1,1,1
fanaticboss_dailyops,16,1,1,1,1,1,1
fanaticboss_dailyops,17,1,1,1,1,1,1
fanaticboss_dailyops,18,1,1,1,1,1,1
fanaticboss_dailyops,19,1,1,1,1,1,1
fanaticboss_dailyops,20,1,1,1,1,1,1
fanaticboss_dailyops,21,5.95,5.95,5.95,5.95,5.95,5.95
fanaticboss_dailyops,22,10.9,10.9,10.9,10.9,10.9,10.9
fanaticboss_dailyops,23,15.850000000000001,15.850000000000001,15.850000000000001,15.850000000000001,15.850000000000001,15.850000000000001
fanaticboss_dailyops,24,20.8,20.8,20.8,20.8,20.8,20.8
fanaticboss_dailyops,25,25.75,25.75,25.75,25.75,25.75,25.75
fanaticboss_dailyops,26,30.7,30.7,30.7,30.7,30.7,30.7
fanaticboss_dailyops,27,35.65,35.65,35.65,35.65,35.65,35.65
fanaticboss_dailyops,28,40.6,40.6,40.6,40.6,40.6,40.6
fanaticboss_dailyops,29,45.550000000000004,45.550000000000004,45.550000000000004,45.550000000000004,45.550000000000004,45.550000000000004
fanaticboss_dailyops,30,50.50000000000001,50.50000000000001,50.50000000000001,50.50000000000001,50.50000000000001,50.50000000000001
fanaticboss_dailyops,31,55.45000000000001,55.45000000000001,55.45000000000001,55.45000000000001,55.45000000000001,55.45000000000001
fanaticboss_dailyops,32,60.40000000000001,60.40000000000001,60.40000000000001,60.40000000000001,60.40000000000001,60.40000000000001
fanaticboss_dailyops,33,65.35000000000001,65.35000000000001,65.35000000000001,65.35000000000001,65.35000000000001,65.35000000000001
fanaticboss_dailyops,34,70.30000000000001,70.30000000000001,70.30000000000001,70.30000000000001,70.30000000000001,70.30000000000001
fanaticboss_dailyops,35,75.25000000000001,75.25000000000001,75.25000000000001,75.25000000000001,75.25000000000001,75.25000000000001
fanaticboss_dailyops,36,80.20000000000002,80.20000000000002,80.20000000000002,80.20000000000002,80.20000000000002,80.20000000000002
fanaticboss_dailyops,37,85.15000000000002,85.15000000000002,85.15000000000002,85.15000000000002,85.15000000000002,85.15000000000002
fanaticboss_dailyops,38,90.10000000000002,90.10000000000002,90.10000000000002,90.10000000000002,90.10000000000002,90.10000000000002
fanaticboss_dailyops,39,95.05000000000003,95.05000000000003,95.05000000000003,95.05000000000003,95.05000000000003,95.05000000000003
fanaticboss_dailyops,40,100,100,100,100,100,100
fanaticboss_dailyops,41,102.5,102.5,102.5,102.5,102.5,102.5
fanaticboss_dailyops,42,105.0,105.0,105.0,105.0,105.0,105.0
fanaticboss_dailyops,43,107.5,107.5,107.5,107.5,107.5,107.5
fanaticboss_dailyops,44,110.0,110.0,110.0,110.0,110.0,110.0
fanaticboss_dailyops,45,112.5,112.5,112.5,112.5,112.5,112.5
fanaticboss_dailyops,46,115.0,115.0,115.0,115.0,115.0,115.0
fanaticboss_dailyops,47,117.5,117.5,117.5,117.5,117.5,117.5
fanaticboss_dailyops,48,120.0,120.0,120.0,120.0,120.0,120.0
fanaticboss_dailyops,49,122.5,122.5,122.5,122.5,122.5,122.5
fanaticboss_dailyops,50,125.0,125.0,125.0,125.0,125.0,125.0
fanaticboss_dailyops,51,127.5,127.5,127.5,127.5,127.5,127.5
fanaticboss_dailyops,52,130.0,130.0,130.0,130.0,130.0,130.0
fanaticboss_dailyops,53,132.5,132.5,132.5,132.5,132.5,132.5
fanaticboss_dailyops,54,135.0,135.0,135.0,135.0,135.0,135.0
fanaticboss_dailyops,55,137.5,137.5,137.5,137.5,137.5,137.5
fanaticboss_dailyops,56,140.0,140.0,140.0,140.0,140.0,140.0
fanaticboss_dailyops,57,142.5,142.5,142.5,142.5,142.5,142.5
fanaticboss_dailyops,58,145.0,145.0,145.0,145.0,145.0,145.0
fanaticboss_dailyops,59,147.5,147.5,147.5,147.5,147.5,147.5
fanaticboss_dailyops,60,150.0,150.0,150.0,150.0,150.0,150.0
fanaticboss_dailyops,61,152.5,152.5,152.5,152.5,152.5,152.5
fanaticboss_dailyops,62,155.0,155.0,155.0,155.0,155.0,155.0
fanaticboss_dailyops,63,157.5,157.5,157.5,157.5,157.5,157.5
fanaticboss_dailyops,64,160.0,160.0,160.0,160.0,160.0,160.0
fanaticboss_dailyops,65,162.5,162.5,162.5,162.5,162.5,162.5
fanaticboss_dailyops,66,165.0,165.0,165.0,165.0,165.0,165.0
fanaticboss_dailyops,67,167.5,167.5,167.5,167.5,167.5,167.5
fanaticboss_dailyops,68,170.0,170.0,170.0,170.0,170.0,170.0
fanaticboss_dailyops,69,172.5,172.5,172.5,172.5,172.5,172.5
fanaticboss_dailyops,70,175.0,175.0,175.0,175.0,175.0,175.0
fanaticboss_dailyops,71,177.5,177.5,177.5,177.5,177.5,177.5
fanaticboss_dailyops,72,180.0,180.0,180.0,180.0,180.0,180.0
fanaticboss_dailyops,73,182.5,182.5,182.5,182.5,182.5,182.5
fanaticboss_dailyops,74,185.0,185.0,185.0,185.0,185.0,185.0
fanaticboss_dailyops,75,187.5,187.5,187.5,187.5,187.5,187.5
fanaticboss_dailyops,76,190.0,190.0,190.0,190.0,190.0,190.0
fanaticboss_dailyops,77,192.5,192.5,192.5,192.5,192.5,192.5
fanaticboss_dailyops,78,195.0,195.0,195.0,195.0,195.0,195.0
fanaticboss_dailyops,79,197.5,197.5,197.5,197.5,197.5,197.5
fanaticboss_dailyops,80,200.0,200.0,200.0,200.0,200.0,200.0
fanaticboss_dailyops,81,202.5,202.5,202.5,202.5,202.5,202.5
fanaticboss_dailyops,82,205.0,205.0,205.0,205.0,205.0,205.0
fanaticboss_dailyops,83,207.5,207.5,207.5,207.5,207.5,207.5
fanaticboss_dailyops,84,210.0,210.0,210.0,210.0,210.0,210.0
fanaticboss_dailyops,85,212.5,212.5,212.5,212.5,212.5,212.5
fanaticboss_dailyops,86,215.0,215.0,215.0,215.0,215.0,215.0
fanaticboss_dailyops,87,217.5,217.5,217.5,217.5,217.5,217.5
fanaticboss_dailyops,88,220.0,220.0,220.0,220.0,220.0,220.0
fanaticboss_dailyops,89,222.5,222.5,222.5,222.5,222.5,222.5
fanaticboss_dailyops,90,225.0,225.0,225.0,225.0,225.0,225.0
fanaticboss_dailyops,91,227.5,227.5,227.5,227.5,227.5,227.5
fanaticboss_dailyops,92,230.0,230.0,230.0,230.0,230.0,230.0
fanaticboss_dailyops,93,232.5,232.5,232.5,232.5,232.5,232.5
fanaticboss_dailyops,94,235.0,235.0,235.0,235.0,235.0,235.0
fanaticboss_dailyops,95,237.5,237.5,237.5,237.5,237.5,237.5
fanaticboss_dailyops,96,240.0,240.0,240.0,240.0,240.0,240.0
fanaticboss_dailyops,97,242.5,242.5,242.5,242.5,242.5,242.5
fanaticboss_dailyops,98,245.0,245.0,245.0,245.0,245.0,245.0
fanaticboss_dailyops,99,247.5,247.5,247.5,247.5,247.5,247.5
fanaticboss_dailyops,100,250,250,250,250,250,250
fanaticboss_dailyops,101,250,250,250,250,250,250
fanaticboss_dailyops,102,250,250,250,250,250,250
fanaticboss_dailyops,103,250,250,250,250,250,250
fanaticboss_dailyops,104,250,250,250,250,250,250
fanaticboss_dailyops,105,250,250,250,250,250,250
fanaticboss_dailyops,106,250,250,250,250,250,250
fanaticboss_dailyops,107,250,250,250,250,250,250
fanaticboss_dailyops,108,250,250,250,250,250,250
fanaticboss_dailyops,109,250,250,250,250,250,250
fanaticboss_dailyops,110,250,250,250,250,250,250
fanaticboss_dailyops,111,250,250,250,250,250,250
fanaticboss_dailyops,112,250,250,250,250,250,250
fanaticboss_dailyops,113,250,250,250,250,250,250
fanaticboss_dailyops,114,250,250,250,250,250,250
fanaticboss_dailyops,115,250,250,250,250,250,250
fanaticboss_dailyops,116,250,250,250,250,250,250
fanaticboss_dailyops,117,250,250,250,250,250,250
fanaticboss_dailyops,118,250,250,250,250,250,250
fanaticboss_dailyops,119,250,250,250,250,250,250
fanaticboss_dailyops,120,250,250,250,250,250,250
feralghoul,1,1,1,2,2,2,1000
feralghoul,2,1.5,1.5,2.0,2.0,2.0,1000.0
feralghoul,3,2,2,2,2,2,1000
feralghoul,4,2.3333333333333335,2.3333333333333335,3.0,3.0,3.0,1000.0
feralghoul,5,2.666666666666667,2.666666666666667,4.0,4.0,4.0,1000.0
feralghoul,6,3.0000000000000004,3.0000000000000004,5.0,5.0,5.0,1000.0
feralghoul,7,3.333333333333334,3.333333333333334,6.0,6.0,6.0,1000.0
feralghoul,8,3.6666666666666674,3.6666666666666674,7.0,7.0,7.0,1000.0
feralghoul,9,4,4,8,8,8,1000
feralghoul,10,4.666666666666667,4.666666666666667,8.0,8.0,8.0,1000.0
feralghoul,11,5.333333333333334,5.333333333333334,8.0,8.0,8.0,1000.0
feralghoul,12,6.000000000000001,6.000000000000001,8.0,8.0,8.0,1000.0
feralghoul,13,6.666666666666668,6.666666666666668,8.0,8.0,8.0,1000.0
feralghoul,14,7.333333333333335,7.333333333333335,8.0,8.0,8.0,1000.0
feralghoul,15,8,8,8,8,8,1000
feralghoul,16,9.714285714285714,9.714285714285714,10.428571428571429,10.428571428571429,10.428571428571429,1000.0
feralghoul,17,11.428571428571427,11.428571428571427,12.857142857142858,12.857142857142858,12.857142857142858,1000.0
feralghoul,18,13.14285714285714,13.14285714285714,15.285714285714286,15.285714285714286,15.285714285714286,1000.0
feralghoul,19,14.857142857142854,14.857142857142854,17.714285714285715,17.714285714285715,17.714285714285715,1000.0
feralghoul,20,16.57142857142857,16.57142857142857,20.142857142857142,20.142857142857142,20.142857142857142,1000.0
feralghoul,21,18.285714285714285,18.285714285714285,22.57142857142857,22.57142857142857,22.57142857142857,1000.0
feralghoul,22,20,20,25,25,25,1000
feralghoul,23,21.5,21.5,27.5,27.5,27.5,1000.0
feralghoul,24,23.0,23.0,30.0,30.0,30.0,1000.0
feralghoul,25,24.5,24.5,32.5,32.5,32.5,1000.0
feralghoul,26,26.0,26.0,35.0,35.0,35.0,1000.0
feralghoul,27,27.5,27.5,37.5,37.5,37.5,1000.0
feralghoul,28,29.0,29.0,40.0,40.0,40.0,1000.0
feralghoul,29,30.5,30.5,42.5,42.5,42.5,1000.0
feralghoul,30,32.0,32.0,45.0,45.0,45.0,1000.0
feralghoul,31,33.5,33.5,47.5,47.5,47.5,1000.0
feralghoul,32,35,35,50,50,50,1000
feralghoul,33,36.5,36.5,50.0,50.0,50.0,1000.0
feralghoul,34,38.0,38.0,50.0,50.0,50.0,1000.0
feralghoul,35,39.5,39.5,50.0,50.0,50.0,1000.0
feralghoul,36,41.0,41.0,50.0,50.0,50.0,1000.0
feralghoul,37,42.5,42.5,50.0,50.0,50.0,1000.0
feralghoul,38,44.0,44.0,50.0,50.0,50.0,1000.0
feralghoul,39,45.5,45.5,50.0,50.0,50.0,1000.0
feralghoul,40,47.0,47.0,50.0,50.0,50.0,1000.0
feralghoul,41,48.5,48.5,50.0,50.0,50.0,1000.0
feralghoul,42,50,50,50,50,50,1000
feralghoul,43,52.0,52.0,55.0,55.0,55.0,1000.0
feralghoul,44,54.0,54.0,60.0,60.0,60.0,1000.0
feralghoul,45,56.0,56.0,65.0,65.0,65.0,1000.0
feralghoul,46,58.0,58.0,70.0,70.0,70.0,1000.0
feralghoul,47,60.0,60.0,75.0,75.0,75.0,1000.0
feralghoul,48,62.0,62.0,80.0,80.0,80.0,1000.0
feralghoul,49,64.0,64.0,85.0,85.0,85.0,1000.0
feralghoul,50,66.0,66.0,90.0,90.0,90.0,1000.0
feralghoul,51,68.0,68.0,95.0,95.0,95.0,1000.0
feralghoul,52,70,70,100,100,100,1000
feralghoul,53,71.4,71.4,100.0,100.0,100.0,1000.0
feralghoul,54,72.80000000000001,72.80000000000001,100.0,100.0,100.0,1000.0
feralghoul,55,74.20000000000002,74.20000000000002,100.0,100.0,100.0,1000.0
feralghoul,56,75.60000000000002,75.60000000000002,100.0,100.0,100.0,1000.0
feralghoul,57,77.00000000000003,77.00000000000003,100.0,100.0,100.0,1000.0
feralghoul,58,78.40000000000003,78.40000000000003,100.0,100.0,100.0,1000.0
feralghoul,59,79.80000000000004,79.80000000000004,100.0,100.0,100.0,1000.0
feralghoul,60,81.20000000000005,81.20000000000005,100.0,100.0,100.0,1000.0
feralghoul,61,82.60000000000005,82.60000000000005,100.0,100.0,100.0,1000.0
feralghoul,62,84,84,100,100,100,1000
feralghoul,63,84.8,84.8,100.0,100.0,100.0,1000.0
feralghoul,64,85.6,85.6,100.0,100.0,100.0,1000.0
feralghoul,65,86.39999999999999,86.39999999999999,100.0,100.0,100.0,1000.0
feralghoul,66,87.19999999999999,87.19999999999999,100.0,100.0,100.0,1000.0
feralghoul,67,87.99999999999999,87.99999999999999,100.0,100.0,100.0,1000.0
feralghoul,68,88.79999999999998,88.79999999999998,100.0,100.0,100.0,1000.0
feralghoul,69,89.59999999999998,89.59999999999998,100.0,100.0,100.0,1000.0
feralghoul,70,90.39999999999998,90.39999999999998,100.0,100.0,100.0,1000.0
feralghoul,71,91.19999999999997,91.19999999999997,100.0,100.0,100.0,1000.0
feralghoul,72,92,92,100,100,100,1000
feralghoul,73,92.6,92.6,100.0,100.0,100.0,1000.0
feralghoul,74,93.19999999999999,93.19999999999999,100.0,100.0,100.0,1000.0
feralghoul,75,93.79999999999998,93.79999999999998,100.0,100.0,100.0,1000.0
feralghoul,76,94.39999999999998,94.39999999999998,100.0,100.0,100.0,1000.0
feralghoul,77,94.99999999999997,94.99999999999997,100.0,100.0,100.0,1000.0
feralghoul,78,95.59999999999997,95.59999999999997,100.0,100.0,100.0,1000.0
feralghoul,79,96.19999999999996,96.19999999999996,100.0,100.0,100.0,1000.0
feralghoul,80,96.79999999999995,96.79999999999995,100.0,100.0,100.0,1000.0
feralghoul,81,97.39999999999995,97.39999999999995,100.0,100.0,100.0,1000.0
feralghoul,82,98,98,100,100,100,1000
feralghoul,83,98.2,98.2,100.0,100.0,100.0,1000.0
feralghoul,84,98.4,98.4,100.0,100.0,100.0,1000.0
feralghoul,85,98.60000000000001,98.60000000000001,100.0,100.0,100.0,1000.0
feralghoul,86,98.80000000000001,98.80000000000001,100.0,100.0,100.0,1000.0
feralghoul,87,99.00000000000001,99.00000000000001,100.0,100.0,100.0,1000.0
feralghoul,88,99.20000000000002,99.20000000000002,100.0,100.0,100.0,1000.0
feralghoul,89,99.40000000000002,99.40000000000002,100.0,100.0,100.0,1000.0
feralghoul,90,99.60000000000002,99.60000000000002,100.0,100.0,100.0,1000.0
feralghoul,91,99.80000000000003,99.80000000000003,100.0,100.0,100.0,1000.0
feralghoul,92,100,100,100,100,100,1000
feralghoul,93,100.0,100.0,100.0,100.0,100.0,1000.0
feralghoul,94,100.0,100.0,100.0,100.0,100.0,1000.0
feralghoul,95,100.0,100.0,100.0,100.0,100.0,1000.0
feralghoul,96,100.0,100.0,100.0,100.0,100.0,1000.0
feralghoul,97,100.0,100.0,100.0,100.0,100.0,1000.0
feralghoul,98,100.0,100.0,100.0,100.0,100.0,1000.0
feralghoul,99,100.0,100.0,100.0,100.0,100.0,1000.0
feralghoul,100,100,100,100,100,100,1000
feralghoul,101,100,100,100,100,100,1000
feralghoul,102,100,100,100,100,100,1000
feralghoul,103,100,100,100,100,100,1000
feralghoul,104,100,100,100,100,100,1000
feralghoul,105,100,100,100,100,100,1000
feralghoul,106,100,100,100,100,100,1000
feralghoul,107,100,100,100,100,100,1000
feralghoul,108,100,100,100,100,100,1000
feralghoul,109,100,100,100,100,100,1000
feralghoul,110,100,100,100,100,100,1000
feralghoul,111,100,100,100,100,100,1000
feralghoul,112,100,100,100,100,100,1000
feralghoul,113,100,100,100,100,100,1000
feralghoul,114,100,100,100,100,100,1000
feralghoul,115,100,100,100,100,100,1000
feralghoul,116,100,100,100,100,100,1000
feralghoul,117,100,100,100,100,100,1000
feralghoul,118,100,100,100,100,100,1000
feralghoul,119,100,100,100,100,100,1000
feralghoul,120,100,100,100,100,100,1000
feralghoulglowing,1,10,20,100,100,100,1000
feralghoulglowing,2,10.857142857142858,21.714285714285715,100,100,100,1000
feralghoulglowing,3,11.714285714285715,23.42857142857143,100,100,100,1000
feralghoulglowing,4,12.571428571428573,25.142857142857146,100,100,100,1000
feralghoulglowing,5,13.42857142857143,26.85714285714286,100,100,100,1000
feralghoulglowing,6,14.285714285714288,28.571428571428577,100,100,100,1000
feralghoulglowing,7,15.142857142857146,30.285714285714292,100,100,100,1000
feralghoulglowing,8,16,32,100,100,100,1000
feralghoulglowing,9,17.166666666666668,34.333333333333336,100,100,100,1000
feralghoulglowing,10,18.333333333333336,36.66666666666667,100,100,100,1000
feralghoulglowing,11,19.500000000000004,39.00000000000001,100,100,100,1000
feralghoulglowing,12,20.66666666666667,41.33333333333334,100,100,100,1000
feralghoulglowing,13,21.83333333333334,43.66666666666668,100,100,100,1000
feralghoulglowing,14,23,46,100,100,100,1000
feralghoulglowing,15,24.5,49.0,100,100,100,1000
feralghoulglowing,16,26.0,52.0,100,100,100,1000
feralghoulglowing,17,27.5,55.0,100,100,100,1000
feralghoulglowing,18,29.0,58.0,100,100,100,1000
feralghoulglowing,19,30.5,61.0,100,100,100,1000
feralghoulglowing,20,32.0,64.0,100,100,100,1000
feralghoulglowing,21,33.5,67.0,100,100,100,1000
feralghoulglowing,22,35,70,100,100,100,1000
feralghoulglowing,23,36.5,73.0,100.0,100.0,100.0,1000.0
feralghoulglowing,24,38.0,76.0,100.0,100.0,100.0,1000.0
feralghoulglowing,25,39.5,79.0,100.0,100.0,100.0,1000.0
feralghoulglowing,26,41.0,82.0,100.0,100.0,100.0,1000.0
feralghoulglowing,27,42.5,85.0,100.0,100.0,100.0,1000.0
feralghoulglowing,28,44.0,88.0,100.0,100.0,100.0,1000.0
feralghoulglowing,29,45.5,91.0,100.0,100.0,100.0,1000.0
feralghoulglowing,30,47.0,94.0,100.0,100.0,100.0,1000.0
feralghoulglowing,31,48.5,97.0,100.0,100.0,100.0,1000.0
feralghoulglowing,32,50,100,100,100,100,1000
feralghoulglowing,33,53.125,106.25,112.5,112.5,112.5,1000.0
feralghoulglowing,34,56.25,112.5,125.0,125.0,125.0,1000.0
feralghoulglowing,35,59.375,118.75,137.5,137.5,137.5,1000.0
feralghoulglowing,36,62.5,125.0,150.0,150.0,150.0,1000.0
feralghoulglowing,37,65.625,131.25,162.5,162.5,162.5,1000.0
feralghoulglowing,38,68.75,137.5,175.0,175.0,175.0,1000.0
feralghoulglowing,39,71.875,143.75,187.5,187.5,187.5,1000.0
feralghoulglowing,40,75,150,200,200,200,1000
feralghoulglowing,41,75.83333333333333,151.66666666666666,200.0,200.0,200.0,1000.0
feralghoulglowing,42,76.66666666666666,153.33333333333331,200.0,200.0,200.0,1000.0
feralghoulglowing,43,77.49999999999999,154.99999999999997,200.0,200.0,200.0,1000.0
feralghoulglowing,44,78.33333333333331,156.66666666666663,200.0,200.0,200.0,1000.0
feralghoulglowing,45,79.16666666666664,158.3333333333333,200.0,200.0,200.0,1000.0
feralghoulglowing,46,79.99999999999997,159.99999999999994,200.0,200.0,200.0,1000.0
feralghoulglowing,47,80.8333333333333,161.6666666666666,200.0,200.0,200.0,1000.0
feralghoulglowing,48,81.66666666666663,163.33333333333326,200.0,200.0,200.0,1000.0
feralghoulglowing,49,82.49999999999996,164.99999999999991,200.0,200.0,200.0,1000.0
feralghoulglowing,50,83.33333333333329,166.66666666666657,200.0,200.0,200.0,1000.0
feralghoulglowing,51,84.16666666666661,168.33333333333323,200.0,200.0,200.0,1000.0
feralghoulglowing,52,84.99999999999994,169.9999999999999,200.0,200.0,200.0,1000.0
feralghoulglowing,53,85.83333333333327,171.66666666666654,200.0,200.0,200.0,1000.0
feralghoulglowing,54,86.6666666666666,173.3333333333332,200.0,200.0,200.0,1000.0
feralghoulglowing,55,87.49999999999993,174.99999999999986,200.0,200.0,200.0,1000.0
feralghoulglowing,56,88.33333333333326,176.66666666666652,200.0,200.0,200.0,1000.0
feralghoulglowing,57,89.16666666666659,178.33333333333317,200.0,200.0,200.0,1000.0
feralghoulglowing,58,90,180,200,200,200,1000
feralghoulglowing,59,90.29411764705883,180.58823529411765,200.0,200.0,200.0,1000.0
feralghoulglowing,60,90.58823529411765,181.1764705882353,200.0,200.0,200.0,1000.0
feralghoulglowing,61,90.88235294117648,181.76470588235296,200.0,200.0,200.0,1000.0
feralghoulglowing,62,91.1764705882353,182.3529411764706,200.0,200.0,200.0,1000.0
feralghoulglowing,63,91.47058823529413,182.94117647058826,200.0,200.0,200.0,1000.0
feralghoulglowing,64,91.76470588235296,183.5294117647059,200.0,200.0,200.0,1000.0
feralghoulglowing,65,92.05882352941178,184.11764705882356,200.0,200.0,200.0,1000.0
feralghoulglowing,66,92.35294117647061,184.70588235294122,200.0,200.0,200.0,1000.0
feralghoulglowing,67,92.64705882352943,185.29411764705887,200.0,200.0,200.0,1000.0
feralghoulglowing,68,92.94117647058826,185.88235294117652,200.0,200.0,200.0,1000.0
feralghoulglowing,69,93.23529411764709,186.47058823529417,200.0,200.0,200.0,1000.0
feralghoulglowing,70,93.52941176470591,187.05882352941182,200.0,200.0,200.0,1000.0
feralghoulglowing,71,93.82352941176474,187.64705882352948,200.0,200.0,200.0,1000.0
feralghoulglowing,72,94.11764705882356,188.23529411764713,200.0,200.0,200.0,1000.0
feralghoulglowing,73,94.41176470588239,188.82352941176478,200.0,200.0,200.0,1000.0
feralghoulglowing,74,94.70588235294122,189.41176470588243,200.0,200.0,200.0,1000.0
feralghoulglowing,75,95,190,200,200,200,1000
feralghoulglowing,76,95.15,190.3,200.0,200.0,200.0,1000.0
feralghoulglowing,77,95.30000000000001,190.60000000000002,200.0,200.0,200.0,1000.0
feralghoulglowing,78,95.45000000000002,190.90000000000003,200.0,200.0,200.0,1000.0
feralghoulglowing,79,95.60000000000002,191.20000000000005,200.0,200.0,200.0,1000.0
feralghoulglowing,80,95.75000000000003,191.50000000000006,200.0,200.0,200.0,1000.0
feralghoulglowing,81,95.90000000000003,191.80000000000007,200.0,200.0,200.0,1000.0
feralghoulglowing,82,96.05000000000004,192.10000000000008,200.0,200.0,200.0,1000.0
feralghoulglowing,83,96.20000000000005,192.4000000000001,200.0,200.0,200.0,1000.0
feralghoulglowing,84,96.35000000000005,192.7000000000001,200.0,200.0,200.0,1000.0
feralghoulglowing,85,96.50000000000006,193.0000000000001,200.0,200.0,200.0,1000.0
feralghoulglowing,86,96.65000000000006,193.30000000000013,200.0,200.0,200.0,1000.0
feralghoulglowing,87,96.80000000000007,193.60000000000014,200.0,200.0,200.0,1000.0
feralghoulglowing,88,96.95000000000007,193.90000000000015,200.0,200.0,200.0,1000.0
feralghoulglowing,89,97.10000000000008,194.20000000000016,200.0,200.0,200.0,1000.0
feralghoulglowing,90,97.25000000000009,194.50000000000017,200.0,200.0,200.0,1000.0
feralghoulglowing,91,97.40000000000009,194.80000000000018,200.0,200.0,200.0,1000.0
feralghoulglowing,92,97.5500000000001,195.1000000000002,200.0,200.0,200.0,1000.0
feralghoulglowing,93,97.7000000000001,195.4000000000002,200.0,200.0,200.0,1000.0
feralghoulglowing,94,97.85000000000011,195.70000000000022,200.0,200.0,200.0,1000.0
feralghoulglowing,95,98,196,200,200,200,1000
