###=SUM(D2:D14280)#=SUM(E2:E14280)#=SUM(F2:F14280)#=SUM(G2:G14280)#=SUM(H2:H14280)#=SUM(I2:I14280)
=IF(AND(CalcDamage!$K$24=B1564; CalcDamage!$L$24=C1564); TRUE; FALSE)#bluedevil#3#=IF(A1564;200;0)#=IF(A1564;200;0)#=IF(A1564;460;0)#=IF(A1564;200;0)#=IF(A1564;200;0)#=IF(A1564;200;0)
=IF(AND(CalcDamage!$K$24=B1565; CalcDamage!$L$24=C1565); TRUE; FALSE)#bluedevil#4#=IF(A1565;200;0)#=IF(A1565;200;0)#=IF(A1565;460;0)#=IF(A1565;200;0)#=IF(A1565;200;0)#=IF(A1565;200;0)
=IF(AND(CalcDamage!$K$24=B1566; CalcDamage!$L$24=C1566); TRUE; FALSE)#bluedevil#5#=IF(A1566;200;0)#=IF(A1566;200;0)#=IF(A1566;460;0)#=IF(A1566;200;0)#=IF(A1566;200;0)#=IF(A1566;200;0)
=IF(AND(CalcDamage!$K$24=B1567; CalcDamage!$L$24=C1567); TRUE; FALSE)#bluedevil#6#=IF(A1567;200;0)#=IF(A1567;200;0)#=IF(A1567;460;0)#=IF(A1567;200;0)#=IF(A1567;200;0)#=IF(A1567;200;0)
=IF(AND(CalcDamage!$K$24=B1568; CalcDamage!$L$24=C1568); TRUE; FALSE)#bluedevil#7#=IF(A1568;200;0)#=IF(A1568;200;0)#=IF(A1568;460;0)#=IF(A1568;200;0)#=IF(A1568;200;0)#=IF(A1568;200;0)
=IF(AND(CalcDamage!$K$24=B1569; CalcDamage!$L$24=C1569); TRUE; FALSE)#bluedevil#8#=IF(A1569;200;0)#=IF(A1569;200;0)#=IF(A1569;460;0)#=IF(A1569;200;0)#=IF(A1569;200;0)#=IF(A1569;200;0)
=IF(AND(CalcDamage!$K$24=B1570; CalcDamage!$L$24=C1570); TRUE; FALSE)#bluedevil#9#=IF(A1570;200;0)#=IF(A1570;200;0)#=IF(A1570;460;0)#=IF(A1570;200;0)#=IF(A1570;200;0)#=IF(A1570;200;0)
=IF(AND(CalcDamage!$K$24=B1571; CalcDamage!$L$24=C1571); TRUE; FALSE)#bluedevil#10#=IF(A1571;200;0)#=IF(A1571;200;0)#=IF(A1571;460;0)#=IF(A1571;200;0)#=IF(A1571;200;0)#=IF(A1571;200;0)
=IF(AND(CalcDamage!$K$24=B1572; CalcDamage!$L$24=C1572); TRUE; FALSE)#bluedevil#11#=IF(A1572;200;0)#=IF(A1572;200;0)#=IF(A1572;460;0)#=IF(A1572;200;0)#=IF(A1572;200;0)#=IF(A1572;200;0)
=IF(AND(CalcDamage!$K$24=B1573; CalcDamage!$L$24=C1573); TRUE; FALSE)#bluedevil#12#=IF(A1573;200;0)#=IF(A1573;200;0)#=IF(A1573;460;0)#=IF(A1573;200;0)#=IF(A1573;200;0)#=IF(A1573;200;0)
=IF(AND(CalcDamage!$K$24=B1574; CalcDamage!$L$24=C1574); TRUE; FALSE)#bluedevil#13#=IF(A1574;200;0)#=IF(A1574;200;0)#=IF(A1574;460;0)#=IF(A1574;200;0)#=IF(A1574;200;0)#=IF(A1574;200;0)
=IF(AND(CalcDamage!$K$24=B1575; CalcDamage!$L$24=C1575); TRUE; FALSE)#bluedevil#14#=IF(A1575;200;0)#=IF(A1575;200;0)#=IF(A1575;460;0)#=IF(A1575;200;0)#=IF(A1575;200;0)#=IF(A1575;200;0)
=IF(AND(CalcDamage!$K$24=B1576; CalcDamage!$L$24=C1576); TRUE; FALSE)#bluedevil#15#=IF(A1576;200;0)#=IF(A1576;200;0)#=IF(A1576;460;0)#=IF(A1576;200;0)#=IF(A1576;200;0)#=IF(A1576;200;0)
=IF(AND(CalcDamage!$K$24=B1577; CalcDamage!$L$24=C1577); TRUE; FALSE)#bluedevil#16#=IF(A1577;200;0)#=IF(A1577;200;0)#=IF(A1577;460;0)#=IF(A1577;200;0)#=IF(A1577;200;0)#=IF(A1577;200;0)
=IF(AND(CalcDamage!$K$24=B1578; CalcDamage!$L$24=C1578); TRUE; FALSE)#bluedevil#17#=IF(A1578;200;0)#=IF(A1578;200;0)#=IF(A1578;460;0)#=IF(A1578;200;0)#=IF(A1578;200;0)#=IF(A1578;200;0)
=IF(AND(CalcDamage!$K$24=B1579; CalcDamage!$L$24=C1579); TRUE; FALSE)#bluedevil#18#=IF(A1579;200;0)#=IF(A1579;200;0)#=IF(A1579;460;0)#=IF(A1579;200;0)#=IF(A1579;200;0)#=IF(A1579;200;0)
=IF(AND(CalcDamage!$K$24=B1580; CalcDamage!$L$24=C1580); TRUE; FALSE)#bluedevil#19#=IF(A1580;200;0)#=IF(A1580;200;0)#=IF(A1580;460;0)#=IF(A1580;200;0)#=IF(A1580;200;0)#=IF(A1580;200;0)
=IF(AND(CalcDamage!$K$24=B1581; CalcDamage!$L$24=C1581); TRUE; FALSE)#bluedevil#20#=IF(A1581;200;0)#=IF(A1581;200;0)#=IF(A1581;460;0)#=IF(A1581;200;0)#=IF(A1581;200;0)#=IF(A1581;200;0)
=IF(AND(CalcDamage!$K$24=B1582; CalcDamage!$L$24=C1582); TRUE; FALSE)#bluedevil#21#=IF(A1582;200;0)#=IF(A1582;200;0)#=IF(A1582;460;0)#=IF(A1582;200;0)#=IF(A1582;200;0)#=IF(A1582;200;0)
=IF(AND(CalcDamage!$K$24=B1583; CalcDamage!$L$24=C1583); TRUE; FALSE)#bluedevil#22#=IF(A1583;200,0;0)#=IF(A1583;200,0;0)#=IF(A1583;460;0)#=IF(A1583;200,0;0)#=IF(A1583;200,0;0)#=IF(A1583;200,0;0)
=IF(AND(CalcDamage!$K$24=B1584; CalcDamage!$L$24=C1584); TRUE; FALSE)#bluedevil#23#=IF(A1584;200,0;0)#=IF(A1584;200,0;0)#=IF(A1584;460;0)#=IF(A1584;200,0;0)#=IF(A1584;200,0;0)#=IF(A1584;200,0;0)
=IF(AND(CalcDamage!$K$24=B1585; CalcDamage!$L$24=C1585); TRUE; FALSE)#bluedevil#24#=IF(A1585;200,0;0)#=IF(A1585;200,0;0)#=IF(A1585;460;0)#=IF(A1585;200,0;0)#=IF(A1585;200,0;0)#=IF(A1585;200,0;0)
=IF(AND(CalcDamage!$K$24=B1586; CalcDamage!$L$24=C1586); TRUE; FALSE)#bluedevil#25#=IF(A1586;200,0;0)#=IF(A1586;200,0;0)#=IF(A1586;460;0)#=IF(A1586;200,0;0)#=IF(A1586;200,0;0)#=IF(A1586;200,0;0)
=IF(AND(CalcDamage!$K$24=B1587; CalcDamage!$L$24=C1587); TRUE; FALSE)#bluedevil#26#=IF(A1587;200,0;0)#=IF(A1587;200,0;0)#=IF(A1587;460;0)#=IF(A1587;200,0;0)#=IF(A1587;200,0;0)#=IF(A1587;200,0;0)
=IF(AND(CalcDamage!$K$24=B1588; CalcDamage!$L$24=C1588); TRUE; FALSE)#bluedevil#27#=IF(A1588;200,0;0)#=IF(A1588;200,0;0)#=IF(A1588;460;0)#=IF(A1588;200,0;0)#=IF(A1588;200,0;0)#=IF(A1588;200,0;0)
=IF(AND(CalcDamage!$K$24=B1589; CalcDamage!$L$24=C1589); TRUE; FALSE)#bluedevil#28#=IF(A1589;200,0;0)#=IF(A1589;200,0;0)#=IF(A1589;460;0)#=IF(A1589;200,0;0)#=IF(A1589;200,0;0)#=IF(A1589;200,0;0)
=IF(AND(CalcDamage!$K$24=B1590; CalcDamage!$L$24=C1590); TRUE; FALSE)#bluedevil#29#=IF(A1590;200,0;0)#=IF(A1590;200,0;0)#=IF(A1590;460;0)#=IF(A1590;200,0;0)#=IF(A1590;200,0;0)#=IF(A1590;200,0;0)
=IF(AND(CalcDamage!$K$24=B1591; CalcDamage!$L$24=C1591); TRUE; FALSE)#bluedevil#30#=IF(A1591;200,0;0)#=IF(A1591;200,0;0)#=IF(A1591;460;0)#=IF(A1591;200,0;0)#=IF(A1591;200,0;0)#=IF(A1591;200,0;0)
=IF(AND(CalcDamage!$K$24=B1592; CalcDamage!$L$24=C1592); TRUE; FALSE)#bluedevil#31#=IF(A1592;200;0)#=IF(A1592;200;0)#=IF(A1592;460;0)#=IF(A1592;200;0)#=IF(A1592;200;0)#=IF(A1592;200;0)
=IF(AND(CalcDamage!$K$24=B1593; CalcDamage!$L$24=C1593); TRUE; FALSE)#bluedevil#32#=IF(A1593;210,0;0)#=IF(A1593;210,0;0)#=IF(A1593;460;0)#=IF(A1593;210,0;0)#=IF(A1593;210,0;0)#=IF(A1593;210,0;0)
=IF(AND(CalcDamage!$K$24=B1594; CalcDamage!$L$24=C1594); TRUE; FALSE)#bluedevil#33#=IF(A1594;220,0;0)#=IF(A1594;220,0;0)#=IF(A1594;460;0)#=IF(A1594;220,0;0)#=IF(A1594;220,0;0)#=IF(A1594;220,0;0)
=IF(AND(CalcDamage!$K$24=B1595; CalcDamage!$L$24=C1595); TRUE; FALSE)#bluedevil#34#=IF(A1595;230,0;0)#=IF(A1595;230,0;0)#=IF(A1595;460;0)#=IF(A1595;230,0;0)#=IF(A1595;230,0;0)#=IF(A1595;230,0;0)
=IF(AND(CalcDamage!$K$24=B1596; CalcDamage!$L$24=C1596); TRUE; FALSE)#bluedevil#35#=IF(A1596;240,0;0)#=IF(A1596;240,0;0)#=IF(A1596;460;0)#=IF(A1596;240,0;0)#=IF(A1596;240,0;0)#=IF(A1596;240,0;0)
=IF(AND(CalcDamage!$K$24=B1597; CalcDamage!$L$24=C1597); TRUE; FALSE)#bluedevil#36#=IF(A1597;250,0;0)#=IF(A1597;250,0;0)#=IF(A1597;460;0)#=IF(A1597;250,0;0)#=IF(A1597;250,0;0)#=IF(A1597;250,0;0)
=IF(AND(CalcDamage!$K$24=B1598; CalcDamage!$L$24=C1598); TRUE; FALSE)#bluedevil#37#=IF(A1598;260,0;0)#=IF(A1598;260,0;0)#=IF(A1598;460;0)#=IF(A1598;260,0;0)#=IF(A1598;260,0;0)#=IF(A1598;260,0;0)
=IF(AND(CalcDamage!$K$24=B1599; CalcDamage!$L$24=C1599); TRUE; FALSE)#bluedevil#38#=IF(A1599;270,0;0)#=IF(A1599;270,0;0)#=IF(A1599;460;0)#=IF(A1599;270,0;0)#=IF(A1599;270,0;0)#=IF(A1599;270,0;0)
=IF(AND(CalcDamage!$K$24=B1600; CalcDamage!$L$24=C1600); TRUE; FALSE)#bluedevil#39#=IF(A1600;280,0;0)#=IF(A1600;280,0;0)#=IF(A1600;460;0)#=IF(A1600;280,0;0)#=IF(A1600;280,0;0)#=IF(A1600;280,0;0)
=IF(AND(CalcDamage!$K$24=B1601; CalcDamage!$L$24=C1601); TRUE; FALSE)#bluedevil#40#=IF(A1601;290,0;0)#=IF(A1601;290,0;0)#=IF(A1601;460;0)#=IF(A1601;290,0;0)#=IF(A1601;290,0;0)#=IF(A1601;290,0;0)
=IF(AND(CalcDamage!$K$24=B1602; CalcDamage!$L$24=C1602); TRUE; FALSE)#bluedevil#41#=IF(A1602;300;0)#=IF(A1602;300;0)#=IF(A1602;460;0)#=IF(A1602;300;0)#=IF(A1602;300;0)#=IF(A1602;300;0)
=IF(AND(CalcDamage!$K$24=B1603; CalcDamage!$L$24=C1603); TRUE; FALSE)#bluedevil#42#=IF(A1603;330,0;0)#=IF(A1603;330,0;0)#=IF(A1603;460;0)#=IF(A1603;330,0;0)#=IF(A1603;330,0;0)#=IF(A1603;330,0;0)
=IF(AND(CalcDamage!$K$24=B1604; CalcDamage!$L$24=C1604); TRUE; FALSE)#bluedevil#43#=IF(A1604;360,0;0)#=IF(A1604;360,0;0)#=IF(A1604;460;0)#=IF(A1604;360,0;0)#=IF(A1604;360,0;0)#=IF(A1604;360,0;0)
=IF(AND(CalcDamage!$K$24=B1605; CalcDamage!$L$24=C1605); TRUE; FALSE)#bluedevil#44#=IF(A1605;390,0;0)#=IF(A1605;390,0;0)#=IF(A1605;460;0)#=IF(A1605;390,0;0)#=IF(A1605;390,0;0)#=IF(A1605;390,0;0)
=IF(AND(CalcDamage!$K$24=B1606; CalcDamage!$L$24=C1606); TRUE; FALSE)#bluedevil#45#=IF(A1606;420,0;0)#=IF(A1606;420,0;0)#=IF(A1606;460;0)#=IF(A1606;420,0;0)#=IF(A1606;420,0;0)#=IF(A1606;420,0;0)
=IF(AND(CalcDamage!$K$24=B1607; CalcDamage!$L$24=C1607); TRUE; FALSE)#bluedevil#46#=IF(A1607;450,0;0)#=IF(A1607;450,0;0)#=IF(A1607;460;0)#=IF(A1607;450,0;0)#=IF(A1607;450,0;0)#=IF(A1607;450,0;0)
=IF(AND(CalcDamage!$K$24=B1608; CalcDamage!$L$24=C1608); TRUE; FALSE)#bluedevil#47#=IF(A1608;480,0;0)#=IF(A1608;480,0;0)#=IF(A1608;460;0)#=IF(A1608;480,0;0)#=IF(A1608;480,0;0)#=IF(A1608;480,0;0)
=IF(AND(CalcDamage!$K$24=B1609; CalcDamage!$L$24=C1609); TRUE; FALSE)#bluedevil#48#=IF(A1609;510,0;0)#=IF(A1609;510,0;0)#=IF(A1609;460;0)#=IF(A1609;510,0;0)#=IF(A1609;510,0;0)#=IF(A1609;510,0;0)
=IF(AND(CalcDamage!$K$24=B1610; CalcDamage!$L$24=C1610); TRUE; FALSE)#bluedevil#49#=IF(A1610;540,0;0)#=IF(A1610;540,0;0)#=IF(A1610;460;0)#=IF(A1610;540,0;0)#=IF(A1610;540,0;0)#=IF(A1610;540,0;0)
=IF(AND(CalcDamage!$K$24=B1611; CalcDamage!$L$24=C1611); TRUE; FALSE)#bluedevil#50#=IF(A1611;570,0;0)#=IF(A1611;570,0;0)#=IF(A1611;460;0)#=IF(A1611;570,0;0)#=IF(A1611;570,0;0)#=IF(A1611;570,0;0)
=IF(AND(CalcDamage!$K$24=B1612; CalcDamage!$L$24=C1612); TRUE; FALSE)#bluedevil#51#=IF(A1612;600;0)#=IF(A1612;600;0)#=IF(A1612;460;0)#=IF(A1612;600;0)#=IF(A1612;600;0)#=IF(A1612;600;0)
=IF(AND(CalcDamage!$K$24=B1613; CalcDamage!$L$24=C1613); TRUE; FALSE)#bluedevil#52#=IF(A1613;600,0;0)#=IF(A1613;600,0;0)#=IF(A1613;460,0;0)#=IF(A1613;600,0;0)#=IF(A1613;600,0;0)#=IF(A1613;600,0;0)
=IF(AND(CalcDamage!$K$24=B1614; CalcDamage!$L$24=C1614); TRUE; FALSE)#bluedevil#53#=IF(A1614;600,0;0)#=IF(A1614;600,0;0)#=IF(A1614;460,0;0)#=IF(A1614;600,0;0)#=IF(A1614;600,0;0)#=IF(A1614;600,0;0)
=IF(AND(CalcDamage!$K$24=B1615; CalcDamage!$L$24=C1615); TRUE; FALSE)#bluedevil#54#=IF(A1615;600,0;0)#=IF(A1615;600,0;0)#=IF(A1615;460,0;0)#=IF(A1615;600,0;0)#=IF(A1615;600,0;0)#=IF(A1615;600,0;0)
=IF(AND(CalcDamage!$K$24=B1616; CalcDamage!$L$24=C1616); TRUE; FALSE)#bluedevil#55#=IF(A1616;600,0;0)#=IF(A1616;600,0;0)#=IF(A1616;460,0;0)#=IF(A1616;600,0;0)#=IF(A1616;600,0;0)#=IF(A1616;600,0;0)
=IF(AND(CalcDamage!$K$24=B1617; CalcDamage!$L$24=C1617); TRUE; FALSE)#bluedevil#56#=IF(A1617;600,0;0)#=IF(A1617;600,0;0)#=IF(A1617;460,0;0)#=IF(A1617;600,0;0)#=IF(A1617;600,0;0)#=IF(A1617;600,0;0)
=IF(AND(CalcDamage!$K$24=B1618; CalcDamage!$L$24=C1618); TRUE; FALSE)#bluedevil#57#=IF(A1618;600,0;0)#=IF(A1618;600,0;0)#=IF(A1618;460,0;0)#=IF(A1618;600,0;0)#=IF(A1618;600,0;0)#=IF(A1618;600,0;0)
=IF(AND(CalcDamage!$K$24=B1619; CalcDamage!$L$24=C1619); TRUE; FALSE)#bluedevil#58#=IF(A1619;600,0;0)#=IF(A1619;600,0;0)#=IF(A1619;460,0;0)#=IF(A1619;600,0;0)#=IF(A1619;600,0;0)#=IF(A1619;600,0;0)
=IF(AND(CalcDamage!$K$24=B1620; CalcDamage!$L$24=C1620); TRUE; FALSE)#bluedevil#59#=IF(A1620;600,0;0)#=IF(A1620;600,0;0)#=IF(A1620;460,0;0)#=IF(A1620;600,0;0)#=IF(A1620;600,0;0)#=IF(A1620;600,0;0)
=IF(AND(CalcDamage!$K$24=B1621; CalcDamage!$L$24=C1621); TRUE; FALSE)#bluedevil#60#=IF(A1621;600,0;0)#=IF(A1621;600,0;0)#=IF(A1621;460,0;0)#=IF(A1621;600,0;0)#=IF(A1621;600,0;0)#=IF(A1621;600,0;0)
=IF(AND(CalcDamage!$K$24=B1622; CalcDamage!$L$24=C1622); TRUE; FALSE)#bluedevil#61#=IF(A1622;600;0)#=IF(A1622;600;0)#=IF(A1622;460;0)#=IF(A1622;600;0)#=IF(A1622;600;0)#=IF(A1622;600;0)
=IF(AND(CalcDamage!$K$24=B1623; CalcDamage!$L$24=C1623); TRUE; FALSE)#bluedevil#62#=IF(A1623;600,0;0)#=IF(A1623;600,0;0)#=IF(A1623;460,0;0)#=IF(A1623;600,0;0)#=IF(A1623;600,0;0)#=IF(A1623;600,0;0)
=IF(AND(CalcDamage!$K$24=B1624; CalcDamage!$L$24=C1624); TRUE; FALSE)#bluedevil#63#=IF(A1624;600,0;0)#=IF(A1624;600,0;0)#=IF(A1624;460,0;0)#=IF(A1624;600,0;0)#=IF(A1624;600,0;0)#=IF(A1624;600,0;0)
=IF(AND(CalcDamage!$K$24=B1625; CalcDamage!$L$24=C1625); TRUE; FALSE)#bluedevil#64#=IF(A1625;600,0;0)#=IF(A1625;600,0;0)#=IF(A1625;460,0;0)#=IF(A1625;600,0;0)#=IF(A1625;600,0;0)#=IF(A1625;600,0;0)
=IF(AND(CalcDamage!$K$24=B1626; CalcDamage!$L$24=C1626); TRUE; FALSE)#bluedevil#65#=IF(A1626;600,0;0)#=IF(A1626;600,0;0)#=IF(A1626;460,0;0)#=IF(A1626;600,0;0)#=IF(A1626;600,0;0)#=IF(A1626;600,0;0)
=IF(AND(CalcDamage!$K$24=B1627; CalcDamage!$L$24=C1627); TRUE; FALSE)#bluedevil#66#=IF(A1627;600,0;0)#=IF(A1627;600,0;0)#=IF(A1627;460,0;0)#=IF(A1627;600,0;0)#=IF(A1627;600,0;0)#=IF(A1627;600,0;0)
=IF(AND(CalcDamage!$K$24=B1628; CalcDamage!$L$24=C1628); TRUE; FALSE)#bluedevil#67#=IF(A1628;600,0;0)#=IF(A1628;600,0;0)#=IF(A1628;460,0;0)#=IF(A1628;600,0;0)#=IF(A1628;600,0;0)#=IF(A1628;600,0;0)
=IF(AND(CalcDamage!$K$24=B1629; CalcDamage!$L$24=C1629); TRUE; FALSE)#bluedevil#68#=IF(A1629;600,0;0)#=IF(A1629;600,0;0)#=IF(A1629;460,0;0)#=IF(A1629;600,0;0)#=IF(A1629;600,0;0)#=IF(A1629;600,0;0)
=IF(AND(CalcDamage!$K$24=B1630; CalcDamage!$L$24=C1630); TRUE; FALSE)#bluedevil#69#=IF(A1630;600,0;0)#=IF(A1630;600,0;0)#=IF(A1630;460,0;0)#=IF(A1630;600,0;0)#=IF(A1630;600,0;0)#=IF(A1630;600,0;0)
=IF(AND(CalcDamage!$K$24=B1631; CalcDamage!$L$24=C1631); TRUE; FALSE)#bluedevil#70#=IF(A1631;600,0;0)#=IF(A1631;600,0;0)#=IF(A1631;460,0;0)#=IF(A1631;600,0;0)#=IF(A1631;600,0;0)#=IF(A1631;600,0;0)
=IF(AND(CalcDamage!$K$24=B1632; CalcDamage!$L$24=C1632); TRUE; FALSE)#bluedevil#71#=IF(A1632;600;0)#=IF(A1632;600;0)#=IF(A1632;460;0)#=IF(A1632;600;0)#=IF(A1632;600;0)#=IF(A1632;600;0)
=IF(AND(CalcDamage!$K$24=B1633; CalcDamage!$L$24=C1633); TRUE; FALSE)#bluedevil#72#=IF(A1633;600,0;0)#=IF(A1633;600,0;0)#=IF(A1633;460,0;0)#=IF(A1633;600,0;0)#=IF(A1633;600,0;0)#=IF(A1633;600,0;0)
=IF(AND(CalcDamage!$K$24=B1634; CalcDamage!$L$24=C1634); TRUE; FALSE)#bluedevil#73#=IF(A1634;600,0;0)#=IF(A1634;600,0;0)#=IF(A1634;460,0;0)#=IF(A1634;600,0;0)#=IF(A1634;600,0;0)#=IF(A1634;600,0;0)
=IF(AND(CalcDamage!$K$24=B1635; CalcDamage!$L$24=C1635); TRUE; FALSE)#bluedevil#74#=IF(A1635;600,0;0)#=IF(A1635;600,0;0)#=IF(A1635;460,0;0)#=IF(A1635;600,0;0)#=IF(A1635;600,0;0)#=IF(A1635;600,0;0)
=IF(AND(CalcDamage!$K$24=B1636; CalcDamage!$L$24=C1636); TRUE; FALSE)#bluedevil#75#=IF(A1636;600,0;0)#=IF(A1636;600,0;0)#=IF(A1636;460,0;0)#=IF(A1636;600,0;0)#=IF(A1636;600,0;0)#=IF(A1636;600,0;0)
=IF(AND(CalcDamage!$K$24=B1637; CalcDamage!$L$24=C1637); TRUE; FALSE)#bluedevil#76#=IF(A1637;600,0;0)#=IF(A1637;600,0;0)#=IF(A1637;460,0;0)#=IF(A1637;600,0;0)#=IF(A1637;600,0;0)#=IF(A1637;600,0;0)
=IF(AND(CalcDamage!$K$24=B1638; CalcDamage!$L$24=C1638); TRUE; FALSE)#bluedevil#77#=IF(A1638;600,0;0)#=IF(A1638;600,0;0)#=IF(A1638;460,0;0)#=IF(A1638;600,0;0)#=IF(A1638;600,0;0)#=IF(A1638;600,0;0)
=IF(AND(CalcDamage!$K$24=B1639; CalcDamage!$L$24=C1639); TRUE; FALSE)#bluedevil#78#=IF(A1639;600,0;0)#=IF(A1639;600,0;0)#=IF(A1639;460,0;0)#=IF(A1639;600,0;0)#=IF(A1639;600,0;0)#=IF(A1639;600,0;0)
=IF(AND(CalcDamage!$K$24=B1640; CalcDamage!$L$24=C1640); TRUE; FALSE)#bluedevil#79#=IF(A1640;600,0;0)#=IF(A1640;600,0;0)#=IF(A1640;460,0;0)#=IF(A1640;600,0;0)#=IF(A1640;600,0;0)#=IF(A1640;600,0;0)
=IF(AND(CalcDamage!$K$24=B1641; CalcDamage!$L$24=C1641); TRUE; FALSE)#bluedevil#80#=IF(A1641;600,0;0)#=IF(A1641;600,0;0)#=IF(A1641;460,0;0)#=IF(A1641;600,0;0)#=IF(A1641;600,0;0)#=IF(A1641;600,0;0)
=IF(AND(CalcDamage!$K$24=B1642; CalcDamage!$L$24=C1642); TRUE; FALSE)#bluedevil#81#=IF(A1642;600;0)#=IF(A1642;600;0)#=IF(A1642;460;0)#=IF(A1642;600;0)#=IF(A1642;600;0)#=IF(A1642;600;0)
=IF(AND(CalcDamage!$K$24=B1643; CalcDamage!$L$24=C1643); TRUE; FALSE)#bluedevil#82#=IF(A1643;621,0526315789474;0)#=IF(A1643;621,0526315789474;0)#=IF(A1643;483,1578947368421;0)#=IF(A1643;621,0526315789474;0)#=IF(A1643;621,0526315789474;0)#=IF(A1643;621,0526315789474;0)
=IF(AND(CalcDamage!$K$24=B1644; CalcDamage!$L$24=C1644); TRUE; FALSE)#bluedevil#83#=IF(A1644;642,1052631578948;0)#=IF(A1644;642,1052631578948;0)#=IF(A1644;506,31578947368416;0)#=IF(A1644;642,1052631578948;0)#=IF(A1644;642,1052631578948;0)#=IF(A1644;642,1052631578948;0)
=IF(AND(CalcDamage!$K$24=B1645; CalcDamage!$L$24=C1645); TRUE; FALSE)#bluedevil#84#=IF(A1645;663,1578947368422;0)#=IF(A1645;663,1578947368422;0)#=IF(A1645;529,4736842105262;0)#=IF(A1645;663,1578947368422;0)#=IF(A1645;663,1578947368422;0)#=IF(A1645;663,1578947368422;0)
=IF(AND(CalcDamage!$K$24=B1646; CalcDamage!$L$24=C1646); TRUE; FALSE)#bluedevil#85#=IF(A1646;684,2105263157896;0)#=IF(A1646;684,2105263157896;0)#=IF(A1646;552,6315789473683;0)#=IF(A1646;684,2105263157896;0)#=IF(A1646;684,2105263157896;0)#=IF(A1646;684,2105263157896;0)
=IF(AND(CalcDamage!$K$24=B1647; CalcDamage!$L$24=C1647); TRUE; FALSE)#bluedevil#86#=IF(A1647;705,263157894737;0)#=IF(A1647;705,263157894737;0)#=IF(A1647;575,7894736842104;0)#=IF(A1647;705,263157894737;0)#=IF(A1647;705,263157894737;0)#=IF(A1647;705,263157894737;0)
=IF(AND(CalcDamage!$K$24=B1648; CalcDamage!$L$24=C1648); TRUE; FALSE)#bluedevil#87#=IF(A1648;726,3157894736844;0)#=IF(A1648;726,3157894736844;0)#=IF(A1648;598,9473684210525;0)#=IF(A1648;726,3157894736844;0)#=IF(A1648;726,3157894736844;0)#=IF(A1648;726,3157894736844;0)
=IF(AND(CalcDamage!$K$24=B1649; CalcDamage!$L$24=C1649); TRUE; FALSE)#bluedevil#88#=IF(A1649;747,3684210526318;0)#=IF(A1649;747,3684210526318;0)#=IF(A1649;622,1052631578946;0)#=IF(A1649;747,3684210526318;0)#=IF(A1649;747,3684210526318;0)#=IF(A1649;747,3684210526318;0)
=IF(AND(CalcDamage!$K$24=B1650; CalcDamage!$L$24=C1650); TRUE; FALSE)#bluedevil#89#=IF(A1650;768,4210526315792;0)#=IF(A1650;768,4210526315792;0)#=IF(A1650;645,2631578947367;0)#=IF(A1650;768,4210526315792;0)#=IF(A1650;768,4210526315792;0)#=IF(A1650;768,4210526315792;0)
=IF(AND(CalcDamage!$K$24=B1651; CalcDamage!$L$24=C1651); TRUE; FALSE)#bluedevil#90#=IF(A1651;789,4736842105266;0)#=IF(A1651;789,4736842105266;0)#=IF(A1651;668,4210526315787;0)#=IF(A1651;789,4736842105266;0)#=IF(A1651;789,4736842105266;0)#=IF(A1651;789,4736842105266;0)
=IF(AND(CalcDamage!$K$24=B1652; CalcDamage!$L$24=C1652); TRUE; FALSE)#bluedevil#91#=IF(A1652;810,526315789474;0)#=IF(A1652;810,526315789474;0)#=IF(A1652;691,5789473684208;0)#=IF(A1652;810,526315789474;0)#=IF(A1652;810,526315789474;0)#=IF(A1652;810,526315789474;0)
=IF(AND(CalcDamage!$K$24=B1653; CalcDamage!$L$24=C1653); TRUE; FALSE)#bluedevil#92#=IF(A1653;831,5789473684214;0)#=IF(A1653;831,5789473684214;0)#=IF(A1653;714,7368421052629;0)#=IF(A1653;831,5789473684214;0)#=IF(A1653;831,5789473684214;0)#=IF(A1653;831,5789473684214;0)
=IF(AND(CalcDamage!$K$24=B1654; CalcDamage!$L$24=C1654); TRUE; FALSE)#bluedevil#93#=IF(A1654;852,6315789473688;0)#=IF(A1654;852,6315789473688;0)#=IF(A1654;737,894736842105;0)#=IF(A1654;852,6315789473688;0)#=IF(A1654;852,6315789473688;0)#=IF(A1654;852,6315789473688;0)
=IF(AND(CalcDamage!$K$24=B1655; CalcDamage!$L$24=C1655); TRUE; FALSE)#bluedevil#94#=IF(A1655;873,6842105263162;0)#=IF(A1655;873,6842105263162;0)#=IF(A1655;761,0526315789471;0)#=IF(A1655;873,6842105263162;0)#=IF(A1655;873,6842105263162;0)#=IF(A1655;873,6842105263162;0)
=IF(AND(CalcDamage!$K$24=B1656; CalcDamage!$L$24=C1656); TRUE; FALSE)#bluedevil#95#=IF(A1656;894,7368421052636;0)#=IF(A1656;894,7368421052636;0)#=IF(A1656;784,2105263157891;0)#=IF(A1656;894,7368421052636;0)#=IF(A1656;894,7368421052636;0)#=IF(A1656;894,7368421052636;0)
=IF(AND(CalcDamage!$K$24=B1657; CalcDamage!$L$24=C1657); TRUE; FALSE)#bluedevil#96#=IF(A1657;915,789473684211;0)#=IF(A1657;915,789473684211;0)#=IF(A1657;807,3684210526312;0)#=IF(A1657;915,789473684211;0)#=IF(A1657;915,789473684211;0)#=IF(A1657;915,789473684211;0)
