Name,Level,health
humanfanaticminiboss,42,2842.272727272727
humanfanaticminiboss,43,2883.363636363636
humanfanaticminiboss,44,2924.454545454545
humanfanaticminiboss,45,2965.545454545454
humanfanaticminiboss,46,3006.636363636363
humanfanaticminiboss,47,3047.727272727272
humanfanaticminiboss,48,3088.818181818181
humanfanaticminiboss,49,3129.90909090909
humanfanaticminiboss,50,3171
humanfanaticminiboss,51,3252.62
humanfanaticminiboss,52,3334.24
humanfanaticminiboss,53,3415.8599999999997
humanfanaticminiboss,54,3497.4799999999996
humanfanaticminiboss,55,3579.0999999999995
humanfanaticminiboss,56,3660.7199999999993
humanfanaticminiboss,57,3742.3399999999992
humanfanaticminiboss,58,3823.959999999999
humanfanaticminiboss,59,3905.579999999999
humanfanaticminiboss,60,3987.199999999999
humanfanaticminiboss,61,4068.819999999999
humanfanaticminiboss,62,4150.439999999999
humanfanaticminiboss,63,4232.059999999999
humanfanaticminiboss,64,4313.6799999999985
humanfanaticminiboss,65,4395.299999999998
humanfanaticminiboss,66,4476.919999999998
humanfanaticminiboss,67,4558.539999999998
humanfanaticminiboss,68,4640.159999999998
humanfanaticminiboss,69,4721.779999999998
humanfanaticminiboss,70,4803.399999999998
humanfanaticminiboss,71,4885.019999999998
humanfanaticminiboss,72,4966.639999999998
humanfanaticminiboss,73,5048.2599999999975
humanfanaticminiboss,74,5129.879999999997
humanfanaticminiboss,75,5211.499999999997
humanfanaticminiboss,76,5293.119999999997
humanfanaticminiboss,77,5374.739999999997
humanfanaticminiboss,78,5456.359999999997
humanfanaticminiboss,79,5537.979999999997
humanfanaticminiboss,80,5619.599999999997
humanfanaticminiboss,81,5701.219999999997
humanfanaticminiboss,82,5782.8399999999965
humanfanaticminiboss,83,5864.459999999996
humanfanaticminiboss,84,5946.079999999996
humanfanaticminiboss,85,6027.699999999996
humanfanaticminiboss,86,6109.319999999996
humanfanaticminiboss,87,6190.939999999996
humanfanaticminiboss,88,6272.559999999996
humanfanaticminiboss,89,6354.179999999996
humanfanaticminiboss,90,6435.799999999996
humanfanaticminiboss,91,6517.4199999999955
humanfanaticminiboss,92,6599.039999999995
humanfanaticminiboss,93,6680.659999999995
humanfanaticminiboss,94,6762.279999999995
humanfanaticminiboss,95,6843.899999999995
humanfanaticminiboss,96,6925.519999999995
humanfanaticminiboss,97,7007.139999999995
humanfanaticminiboss,98,7088.759999999995
humanfanaticminiboss,99,7170.379999999995
humanfanaticminiboss,100,7252
humanfanaticminiboss,101,7252
humanfanaticminiboss,102,7252
humanfanaticminiboss,103,7252
humanfanaticminiboss,104,7252
humanfanaticminiboss,105,7252
humanfanaticminiboss,106,7252
humanfanaticminiboss,107,7252
humanfanaticminiboss,108,7252
humanfanaticminiboss,109,7252
humanfanaticminiboss,110,7252
humanfanaticminiboss,111,7252
humanfanaticminiboss,112,7252
humanfanaticminiboss,113,7252
humanfanaticminiboss,114,7252
humanfanaticminiboss,115,7252
humanfanaticminiboss,116,7252
humanfanaticminiboss,117,7252
humanfanaticminiboss,118,7252
humanfanaticminiboss,119,7252
humanfanaticminiboss,120,7252
humanfanaticminibosselite,1,443
humanfanaticminibosselite,2,485.3333333333333
humanfanaticminibosselite,3,527.6666666666666
humanfanaticminibosselite,4,570
humanfanaticminibosselite,5,612.3333333333334
humanfanaticminibosselite,6,654.6666666666667
humanfanaticminibosselite,7,697
humanfanaticminibosselite,8,728.0
humanfanaticminibosselite,9,759
humanfanaticminibosselite,10,809.8
humanfanaticminibosselite,11,860.5999999999999
humanfanaticminibosselite,12,911.3999999999999
humanfanaticminibosselite,13,962.1999999999998
humanfanaticminibosselite,14,1013
humanfanaticminibosselite,15,1094.142857142857
humanfanaticminibosselite,16,1175.2857142857142
humanfanaticminibosselite,17,1256.4285714285713
humanfanaticminibosselite,18,1337.5714285714284
humanfanaticminibosselite,19,1418.7142857142856
humanfanaticminibosselite,20,1499.8571428571427
humanfanaticminibosselite,21,1581
humanfanaticminibosselite,22,1686.6666666666667
humanfanaticminibosselite,23,1792.3333333333335
humanfanaticminibosselite,24,1898.0000000000002
humanfanaticminibosselite,25,2003.666666666667
humanfanaticminibosselite,26,2109.3333333333335
humanfanaticminibosselite,27,2215.0
humanfanaticminibosselite,28,2320.6666666666665
humanfanaticminibosselite,29,2426.333333333333
humanfanaticminibosselite,30,2532
humanfanaticminibosselite,31,2672.5555555555557
humanfanaticminibosselite,32,2813.1111111111113
humanfanaticminibosselite,33,2953.666666666667
humanfanaticminibosselite,34,3094.2222222222226
humanfanaticminibosselite,35,3234.7777777777783
humanfanaticminibosselite,36,3375.333333333334
humanfanaticminibosselite,37,3515.8888888888896
humanfanaticminibosselite,38,3656.4444444444453
humanfanaticminibosselite,39,3797
humanfanaticminibosselite,40,3854.4545454545455
humanfanaticminibosselite,41,3911.909090909091
humanfanaticminibosselite,42,3969.3636363636365
humanfanaticminibosselite,43,4026.818181818182
humanfanaticminibosselite,44,4084.2727272727275
humanfanaticminibosselite,45,4141.727272727273
humanfanaticminibosselite,46,4199.181818181818
humanfanaticminibosselite,47,4256.636363636363
humanfanaticminibosselite,48,4314.090909090908
humanfanaticminibosselite,49,4371.545454545453
humanfanaticminibosselite,50,4429
humanfanaticminibosselite,51,4542.88
humanfanaticminibosselite,52,4656.76
humanfanaticminibosselite,53,4770.64
humanfanaticminibosselite,54,4884.52
humanfanaticminibosselite,55,4998.400000000001
humanfanaticminibosselite,56,5112.280000000001
humanfanaticminibosselite,57,5226.160000000001
humanfanaticminibosselite,58,5340.040000000001
humanfanaticminibosselite,59,5453.920000000001
humanfanaticminibosselite,60,5567.800000000001
humanfanaticminibosselite,61,5681.680000000001
humanfanaticminibosselite,62,5795.560000000001
humanfanaticminibosselite,63,5909.440000000001
humanfanaticminibosselite,64,6023.3200000000015
humanfanaticminibosselite,65,6137.200000000002
humanfanaticminibosselite,66,6251.080000000002
humanfanaticminibosselite,67,6364.960000000002
humanfanaticminibosselite,68,6478.840000000002
humanfanaticminibosselite,69,6592.720000000002
humanfanaticminibosselite,70,6706.600000000002
humanfanaticminibosselite,71,6820.480000000002
humanfanaticminibosselite,72,6934.360000000002
humanfanaticminibosselite,73,7048.2400000000025
humanfanaticminibosselite,74,7162.120000000003
humanfanaticminibosselite,75,7276.000000000003
humanfanaticminibosselite,76,7389.880000000003
humanfanaticminibosselite,77,7503.760000000003
humanfanaticminibosselite,78,7617.640000000003
humanfanaticminibosselite,79,7731.520000000003
humanfanaticminibosselite,80,7845.400000000003
humanfanaticminibosselite,81,7959.280000000003
humanfanaticminibosselite,82,8073.1600000000035
humanfanaticminibosselite,83,8187.040000000004
humanfanaticminibosselite,84,8300.920000000004
humanfanaticminibosselite,85,8414.800000000003
humanfanaticminibosselite,86,8528.680000000002
humanfanaticminibosselite,87,8642.560000000001
humanfanaticminibosselite,88,8756.44
humanfanaticminibosselite,89,8870.32
humanfanaticminibosselite,90,8984.199999999999
humanfanaticminibosselite,91,9098.079999999998
humanfanaticminibosselite,92,9211.959999999997
humanfanaticminibosselite,93,9325.839999999997
humanfanaticminibosselite,94,9439.719999999996
humanfanaticminibosselite,95,9553.599999999995
humanfanaticminibosselite,96,9667.479999999994
humanfanaticminibosselite,97,9781.359999999993
humanfanaticminibosselite,98,9895.239999999993
humanfanaticminibosselite,99,10009.119999999992
humanfanaticminibosselite,100,10123
humanfanaticminibosselite,101,10123
humanfanaticminibosselite,102,10123
humanfanaticminibosselite,103,10123
humanfanaticminibosselite,104,10123
humanfanaticminibosselite,105,10123
humanfanaticminibosselite,106,10123
humanfanaticminibosselite,107,10123
humanfanaticminibosselite,108,10123
humanfanaticminibosselite,109,10123
humanfanaticminibosselite,110,10123
humanfanaticminibosselite,111,10123
humanfanaticminibosselite,112,10123
humanfanaticminibosselite,113,10123
humanfanaticminibosselite,114,10123
humanfanaticminibosselite,115,10123
humanfanaticminibosselite,116,10123
humanfanaticminibosselite,117,10123
humanfanaticminibosselite,118,10123
humanfanaticminibosselite,119,10123
humanfanaticminibosselite,120,10123
humanfanaticpowerarmor,1,54
humanfanaticpowerarmor,2,59.333333333333336
humanfanaticpowerarmor,3,64.66666666666667
humanfanaticpowerarmor,4,70
humanfanaticpowerarmor,5,75.0
humanfanaticpowerarmor,6,80.0
humanfanaticpowerarmor,7,85
humanfanaticpowerarmor,8,89.0
humanfanaticpowerarmor,9,93
humanfanaticpowerarmor,10,99.2
humanfanaticpowerarmor,11,105.4
humanfanaticpowerarmor,12,111.60000000000001
humanfanaticpowerarmor,13,117.80000000000001
humanfanaticpowerarmor,14,124
humanfanaticpowerarmor,15,134.0
humanfanaticpowerarmor,16,144.0
humanfanaticpowerarmor,17,154.0
humanfanaticpowerarmor,18,164.0
humanfanaticpowerarmor,19,174.0
humanfanaticpowerarmor,20,184.0
humanfanaticpowerarmor,21,194
humanfanaticpowerarmor,22,207.0
humanfanaticpowerarmor,23,220.0
humanfanaticpowerarmor,24,233.0
humanfanaticpowerarmor,25,246.0
humanfanaticpowerarmor,26,259.0
humanfanaticpowerarmor,27,272.0
humanfanaticpowerarmor,28,285.0
humanfanaticpowerarmor,29,298.0
humanfanaticpowerarmor,30,311
humanfanaticpowerarmor,31,328.22222222222223
humanfanaticpowerarmor,32,345.44444444444446
humanfanaticpowerarmor,33,362.6666666666667
humanfanaticpowerarmor,34,379.8888888888889
humanfanaticpowerarmor,35,397.11111111111114
humanfanaticpowerarmor,36,414.33333333333337
humanfanaticpowerarmor,37,431.5555555555556
humanfanaticpowerarmor,38,448.7777777777778
humanfanaticpowerarmor,39,466
humanfanaticpowerarmor,40,473.09090909090907
humanfanaticpowerarmor,41,480.18181818181813
humanfanaticpowerarmor,42,487.2727272727272
humanfanaticpowerarmor,43,494.36363636363626
humanfanaticpowerarmor,44,501.4545454545453
humanfanaticpowerarmor,45,508.5454545454544
humanfanaticpowerarmor,46,515.6363636363635
humanfanaticpowerarmor,47,522.7272727272726
humanfanaticpowerarmor,48,529.8181818181818
humanfanaticpowerarmor,49,536.9090909090909
humanfanaticpowerarmor,50,544
humanfanaticpowerarmor,51,557.96
humanfanaticpowerarmor,52,571.9200000000001
humanfanaticpowerarmor,53,585.8800000000001
humanfanaticpowerarmor,54,599.8400000000001
humanfanaticpowerarmor,55,613.8000000000002
humanfanaticpowerarmor,56,627.7600000000002
humanfanaticpowerarmor,57,641.7200000000003
humanfanaticpowerarmor,58,655.6800000000003
humanfanaticpowerarmor,59,669.6400000000003
humanfanaticpowerarmor,60,683.6000000000004
humanfanaticpowerarmor,61,697.5600000000004
humanfanaticpowerarmor,62,711.5200000000004
humanfanaticpowerarmor,63,725.4800000000005
humanfanaticpowerarmor,64,739.4400000000005
humanfanaticpowerarmor,65,753.4000000000005
humanfanaticpowerarmor,66,767.3600000000006
humanfanaticpowerarmor,67,781.3200000000006
humanfanaticpowerarmor,68,795.2800000000007
humanfanaticpowerarmor,69,809.2400000000007
humanfanaticpowerarmor,70,823.2000000000007
humanfanaticpowerarmor,71,837.1600000000008
humanfanaticpowerarmor,72,851.1200000000008
humanfanaticpowerarmor,73,865.0800000000008
humanfanaticpowerarmor,74,879.0400000000009
humanfanaticpowerarmor,75,893.0000000000009
humanfanaticpowerarmor,76,906.960000000001
humanfanaticpowerarmor,77,920.920000000001
humanfanaticpowerarmor,78,934.880000000001
humanfanaticpowerarmor,79,948.840000000001
humanfanaticpowerarmor,80,962.8000000000011
humanfanaticpowerarmor,81,976.7600000000011
humanfanaticpowerarmor,82,990.7200000000012
humanfanaticpowerarmor,83,1004.6800000000012
humanfanaticpowerarmor,84,1018.6400000000012
humanfanaticpowerarmor,85,1032.6000000000013
humanfanaticpowerarmor,86,1046.5600000000013
humanfanaticpowerarmor,87,1060.5200000000013
humanfanaticpowerarmor,88,1074.4800000000014
humanfanaticpowerarmor,89,1088.4400000000014
humanfanaticpowerarmor,90,1102.4000000000015
humanfanaticpowerarmor,91,1116.3600000000015
humanfanaticpowerarmor,92,1130.3200000000015
humanfanaticpowerarmor,93,1144.2800000000016
humanfanaticpowerarmor,94,1158.2400000000016
humanfanaticpowerarmor,95,1172.2000000000016
humanfanaticpowerarmor,96,1186.1600000000017
humanfanaticpowerarmor,97,1200.1200000000017
humanfanaticpowerarmor,98,1214.0800000000017
humanfanaticpowerarmor,99,1228.0400000000018
humanfanaticpowerarmor,100,1242
humanfanaticpowerarmor,101,1242
humanfanaticpowerarmor,102,1242
humanfanaticpowerarmor,103,1242
humanfanaticpowerarmor,104,1242
humanfanaticpowerarmor,105,1242
humanfanaticpowerarmor,106,1242
humanfanaticpowerarmor,107,1242
humanfanaticpowerarmor,108,1242
humanfanaticpowerarmor,109,1242
humanfanaticpowerarmor,110,1242
humanfanaticpowerarmor,111,1242
humanfanaticpowerarmor,112,1242
humanfanaticpowerarmor,113,1242
humanfanaticpowerarmor,114,1242
humanfanaticpowerarmor,115,1242
humanfanaticpowerarmor,116,1242
humanfanaticpowerarmor,117,1242
humanfanaticpowerarmor,118,1242
humanfanaticpowerarmor,119,1242
humanfanaticpowerarmor,120,1242
humanmobster,1,40
humanmobster,2,44.0
humanmobster,3,48.0
humanmobster,4,52
humanmobster,5,55.666666666666664
humanmobster,6,59.33333333333333
humanmobster,7,63
humanmobster,8,66.0
humanmobster,9,69
humanmobster,10,73.6
humanmobster,11,78.19999999999999
humanmobster,12,82.79999999999998
humanmobster,13,87.39999999999998
humanmobster,14,92
humanmobster,15,99.42857142857143
humanmobster,16,106.85714285714286
humanmobster,17,114.28571428571429
humanmobster,18,121.71428571428572
humanmobster,19,129.14285714285714
humanmobster,20,136.57142857142856
humanmobster,21,144
humanmobster,22,153.55555555555554
humanmobster,23,163.1111111111111
humanmobster,24,172.66666666666663
humanmobster,25,182.22222222222217
humanmobster,26,191.77777777777771
humanmobster,27,201.33333333333326
humanmobster,28,210.8888888888888
humanmobster,29,220.44444444444434
humanmobster,30,230
humanmobster,31,242.77777777777777
humanmobster,32,255.55555555555554
humanmobster,33,268.3333333333333
humanmobster,34,281.1111111111111
humanmobster,35,293.88888888888886
humanmobster,36,306.66666666666663
humanmobster,37,319.4444444444444
humanmobster,38,332.2222222222222
humanmobster,39,345
humanmobster,40,350.1818181818182
humanmobster,41,355.3636363636364
humanmobster,42,360.54545454545456
humanmobster,43,365.72727272727275
humanmobster,44,370.90909090909093
humanmobster,45,376.0909090909091
humanmobster,46,381.2727272727273
humanmobster,47,386.4545454545455
humanmobster,48,391.6363636363637
humanmobster,49,396.81818181818187
humanmobster,50,402
humanmobster,51,412.36
humanmobster,52,422.72
humanmobster,53,433.08000000000004
humanmobster,54,443.44000000000005
humanmobster,55,453.80000000000007
humanmobster,56,464.1600000000001
humanmobster,57,474.5200000000001
humanmobster,58,484.8800000000001
humanmobster,59,495.2400000000001
humanmobster,60,505.60000000000014
humanmobster,61,515.9600000000002
humanmobster,62,526.3200000000002
humanmobster,63,536.6800000000002
humanmobster,64,547.0400000000002
humanmobster,65,557.4000000000002
humanmobster,66,567.7600000000002
humanmobster,67,578.1200000000002
humanmobster,68,588.4800000000002
humanmobster,69,598.8400000000003
humanmobster,70,609.2000000000003
humanmobster,71,619.5600000000003
humanmobster,72,629.9200000000003
humanmobster,73,640.2800000000003
humanmobster,74,650.6400000000003
humanmobster,75,661.0000000000003
humanmobster,76,671.3600000000004
humanmobster,77,681.7200000000004
humanmobster,78,692.0800000000004
humanmobster,79,702.4400000000004
humanmobster,80,712.8000000000004
humanmobster,81,723.1600000000004
humanmobster,82,733.5200000000004
humanmobster,83,743.8800000000005
humanmobster,84,754.2400000000005
humanmobster,85,764.6000000000005
humanmobster,86,774.9600000000005
humanmobster,87,785.3200000000005
humanmobster,88,795.6800000000005
humanmobster,89,806.0400000000005
humanmobster,90,816.4000000000005
humanmobster,91,826.7600000000006
humanmobster,92,837.1200000000006
humanmobster,93,847.4800000000006
humanmobster,94,857.8400000000006
humanmobster,95,868.2000000000006
humanmobster,96,878.5600000000006
humanmobster,97,888.9200000000006
humanmobster,98,899.2800000000007
humanmobster,99,909.6400000000007
humanmobster,100,920
humanmobster,101,920
humanmobster,102,920
humanmobster,103,920
humanmobster,104,920
humanmobster,105,920
humanmobster,106,920
humanmobster,107,920
humanmobster,108,920
humanmobster,109,920
humanmobster,110,920
humanmobster,111,920
humanmobster,112,920
humanmobster,113,920
humanmobster,114,920
humanmobster,115,920
humanmobster,116,920
humanmobster,117,920
humanmobster,118,920
humanmobster,119,920
humanmobster,120,920
humanmunicipalauditor,1,40
humanmunicipalauditor,2,44.0
humanmunicipalauditor,3,48.0
humanmunicipalauditor,4,52
humanmunicipalauditor,5,55.666666666666664
humanmunicipalauditor,6,59.33333333333333
humanmunicipalauditor,7,63
humanmunicipalauditor,8,66.0
humanmunicipalauditor,9,69
humanmunicipalauditor,10,73.6
humanmunicipalauditor,11,78.19999999999999
humanmunicipalauditor,12,82.79999999999998
humanmunicipalauditor,13,87.39999999999998
humanmunicipalauditor,14,92
humanmunicipalauditor,15,99.42857142857143
humanmunicipalauditor,16,106.85714285714286
humanmunicipalauditor,17,114.28571428571429
humanmunicipalauditor,18,121.71428571428572
humanmunicipalauditor,19,129.14285714285714
humanmunicipalauditor,20,136.57142857142856
humanmunicipalauditor,21,144
humanmunicipalauditor,22,153.55555555555554
humanmunicipalauditor,23,163.1111111111111
humanmunicipalauditor,24,172.66666666666663
humanmunicipalauditor,25,182.22222222222217
humanmunicipalauditor,26,191.77777777777771
humanmunicipalauditor,27,201.33333333333326
humanmunicipalauditor,28,210.8888888888888
humanmunicipalauditor,29,220.44444444444434
humanmunicipalauditor,30,230
humanmunicipalauditor,31,242.77777777777777
humanmunicipalauditor,32,255.55555555555554
humanmunicipalauditor,33,268.3333333333333
humanmunicipalauditor,34,281.1111111111111
humanmunicipalauditor,35,293.88888888888886
humanmunicipalauditor,36,306.66666666666663
humanmunicipalauditor,37,319.4444444444444
humanmunicipalauditor,38,332.2222222222222
humanmunicipalauditor,39,345
humanmunicipalauditor,40,350.1818181818182
humanmunicipalauditor,41,355.3636363636364
humanmunicipalauditor,42,360.54545454545456
humanmunicipalauditor,43,365.72727272727275
humanmunicipalauditor,44,370.90909090909093
humanmunicipalauditor,45,376.0909090909091
humanmunicipalauditor,46,381.2727272727273
humanmunicipalauditor,47,386.4545454545455
humanmunicipalauditor,48,391.6363636363637
humanmunicipalauditor,49,396.81818181818187
humanmunicipalauditor,50,402
humanmunicipalauditor,51,412.36
humanmunicipalauditor,52,422.72
humanmunicipalauditor,53,433.08000000000004
humanmunicipalauditor,54,443.44000000000005
humanmunicipalauditor,55,453.80000000000007
humanmunicipalauditor,56,464.1600000000001
humanmunicipalauditor,57,474.5200000000001
humanmunicipalauditor,58,484.8800000000001
humanmunicipalauditor,59,495.2400000000001
humanmunicipalauditor,60,505.60000000000014
humanmunicipalauditor,61,515.9600000000002
humanmunicipalauditor,62,526.3200000000002
humanmunicipalauditor,63,536.6800000000002
humanmunicipalauditor,64,547.0400000000002
humanmunicipalauditor,65,557.4000000000002
humanmunicipalauditor,66,567.7600000000002
humanmunicipalauditor,67,578.1200000000002
humanmunicipalauditor,68,588.4800000000002
humanmunicipalauditor,69,598.8400000000003
humanmunicipalauditor,70,609.2000000000003
humanmunicipalauditor,71,619.5600000000003
humanmunicipalauditor,72,629.9200000000003
humanmunicipalauditor,73,640.2800000000003
humanmunicipalauditor,74,650.6400000000003
humanmunicipalauditor,75,661.0000000000003
humanmunicipalauditor,76,671.3600000000004
humanmunicipalauditor,77,681.7200000000004
humanmunicipalauditor,78,692.0800000000004
humanmunicipalauditor,79,702.4400000000004
humanmunicipalauditor,80,712.8000000000004
humanmunicipalauditor,81,723.1600000000004
humanmunicipalauditor,82,733.5200000000004
humanmunicipalauditor,83,743.8800000000005
humanmunicipalauditor,84,754.2400000000005
humanmunicipalauditor,85,764.6000000000005
humanmunicipalauditor,86,774.9600000000005
humanmunicipalauditor,87,785.3200000000005
humanmunicipalauditor,88,795.6800000000005
humanmunicipalauditor,89,806.0400000000005
humanmunicipalauditor,90,816.4000000000005
humanmunicipalauditor,91,826.7600000000006
humanmunicipalauditor,92,837.1200000000006
humanmunicipalauditor,93,847.4800000000006
humanmunicipalauditor,94,857.8400000000006
humanmunicipalauditor,95,868.2000000000006
humanmunicipalauditor,96,878.5600000000006
humanmunicipalauditor,97,888.9200000000006
humanmunicipalauditor,98,899.2800000000007
humanmunicipalauditor,99,909.6400000000007
humanmunicipalauditor,100,920
humanmunicipalauditor,101,920
humanmunicipalauditor,102,920
humanmunicipalauditor,103,920
humanmunicipalauditor,104,920
humanmunicipalauditor,105,920
humanmunicipalauditor,106,920
humanmunicipalauditor,107,920
humanmunicipalauditor,108,920
humanmunicipalauditor,109,920
humanmunicipalauditor,110,920
humanmunicipalauditor,111,920
humanmunicipalauditor,112,920
humanmunicipalauditor,113,920
humanmunicipalauditor,114,920
humanmunicipalauditor,115,920
humanmunicipalauditor,116,920
humanmunicipalauditor,117,920
humanmunicipalauditor,118,920
humanmunicipalauditor,119,920
humanmunicipalauditor,120,920
humanraider,1,35
humanraider,2,38.333333333333336
humanraider,3,41.66666666666667
humanraider,4,45
humanraider,5,48.333333333333336
humanraider,6,51.66666666666667
humanraider,7,55
humanraider,8,57.5
humanraider,9,60
humanraider,10,64.0
humanraider,11,68.0
humanraider,12,72.0
humanraider,13,76.0
humanraider,14,80
humanraider,15,86.42857142857143
humanraider,16,92.85714285714286
humanraider,17,99.28571428571429
humanraider,18,105.71428571428572
humanraider,19,112.14285714285715
humanraider,20,118.57142857142858
humanraider,21,125
humanraider,22,133.33333333333334
humanraider,23,141.66666666666669
humanraider,24,150.00000000000003
humanraider,25,158.33333333333337
humanraider,26,166.6666666666667
humanraider,27,175.00000000000006
humanraider,28,183.3333333333334
humanraider,29,191.66666666666674
humanraider,30,200
humanraider,31,211.11111111111111
humanraider,32,222.22222222222223
humanraider,33,233.33333333333334
humanraider,34,244.44444444444446
humanraider,35,255.55555555555557
humanraider,36,266.6666666666667
humanraider,37,277.77777777777777
humanraider,38,288.88888888888886
humanraider,39,300
humanraider,40,304.54545454545456
humanraider,41,309.0909090909091
humanraider,42,313.6363636363637
humanraider,43,318.18181818181824
humanraider,44,322.7272727272728
humanraider,45,327.27272727272737
humanraider,46,331.8181818181819
humanraider,47,336.3636363636365
humanraider,48,340.90909090909105
humanraider,49,345.4545454545456
humanraider,50,350
humanraider,51,359.0
humanraider,52,368.0
humanraider,53,377.0
humanraider,54,386.0
humanraider,55,395.0
humanraider,56,404.0
humanraider,57,413.0
humanraider,58,422.0
humanraider,59,431.0
humanraider,60,440.0
humanraider,61,449.0
humanraider,62,458.0
humanraider,63,467.0
humanraider,64,476.0
humanraider,65,485.0
humanraider,66,494.0
humanraider,67,503.0
humanraider,68,512.0
humanraider,69,521.0
humanraider,70,530.0
humanraider,71,539.0
humanraider,72,548.0
humanraider,73,557.0
humanraider,74,566.0
humanraider,75,575.0
humanraider,76,584.0
humanraider,77,593.0
humanraider,78,602.0
humanraider,79,611.0
humanraider,80,620.0
humanraider,81,629.0
humanraider,82,638.0
humanraider,83,647.0
humanraider,84,656.0
humanraider,85,665.0
humanraider,86,674.0
humanraider,87,683.0
humanraider,88,692.0
humanraider,89,701.0
humanraider,90,710.0
humanraider,91,719.0
humanraider,92,728.0
humanraider,93,737.0
humanraider,94,746.0
humanraider,95,755.0
humanraider,96,764.0
humanraider,97,773.0
humanraider,98,782.0
humanraider,99,791.0
humanraider,100,800
humanraider,101,800
humanraider,102,800
humanraider,103,800
humanraider,104,800
humanraider,105,800
humanraider,106,800
humanraider,107,800
humanraider,108,800
humanraider,109,800
humanraider,110,800
humanraider,111,800
humanraider,112,800
humanraider,113,800
humanraider,114,800
humanraider,115,800
humanraider,116,800
humanraider,117,800
humanraider,118,800
humanraider,119,800
humanraider,120,800
humansettler,1,35
humansettler,2,38.333333333333336
humansettler,3,41.66666666666667
humansettler,4,45
humansettler,5,48.333333333333336
humansettler,6,51.66666666666667
humansettler,7,55
humansettler,8,57.5
humansettler,9,60
humansettler,10,64.0
humansettler,11,68.0
humansettler,12,72.0
humansettler,13,76.0
humansettler,14,80
humansettler,15,86.42857142857143
humansettler,16,92.85714285714286
humansettler,17,99.28571428571429
humansettler,18,105.71428571428572
humansettler,19,112.14285714285715
humansettler,20,118.57142857142858
humansettler,21,125
humansettler,22,133.33333333333334
humansettler,23,141.66666666666669
humansettler,24,150.00000000000003
humansettler,25,158.33333333333337
humansettler,26,166.6666666666667
humansettler,27,175.00000000000006
humansettler,28,183.3333333333334
humansettler,29,191.66666666666674
humansettler,30,200
humansettler,31,211.11111111111111
humansettler,32,222.22222222222223
humansettler,33,233.33333333333334
humansettler,34,244.44444444444446
humansettler,35,255.55555555555557
humansettler,36,266.6666666666667
humansettler,37,277.77777777777777
humansettler,38,288.88888888888886
humansettler,39,300
humansettler,40,304.54545454545456
humansettler,41,309.0909090909091
humansettler,42,313.6363636363637
humansettler,43,318.18181818181824
humansettler,44,322.7272727272728
humansettler,45,327.27272727272737
humansettler,46,331.8181818181819
humansettler,47,336.3636363636365
humansettler,48,340.90909090909105
humansettler,49,345.4545454545456
humansettler,50,350
humansettler,51,359.0
humansettler,52,368.0
humansettler,53,377.0
humansettler,54,386.0
humansettler,55,395.0
humansettler,56,404.0
humansettler,57,413.0
humansettler,58,422.0
humansettler,59,431.0
humansettler,60,440.0
humansettler,61,449.0
humansettler,62,458.0
humansettler,63,467.0
humansettler,64,476.0
humansettler,65,485.0
humansettler,66,494.0
humansettler,67,503.0
humansettler,68,512.0
humansettler,69,521.0
humansettler,70,530.0
humansettler,71,539.0
humansettler,72,548.0
humansettler,73,557.0
humansettler,74,566.0
humansettler,75,575.0
humansettler,76,584.0
humansettler,77,593.0
humansettler,78,602.0
humansettler,79,611.0
humansettler,80,620.0
humansettler,81,629.0
humansettler,82,638.0
humansettler,83,647.0
humansettler,84,656.0
humansettler,85,665.0
humansettler,86,674.0
humansettler,87,683.0
humansettler,88,692.0
humansettler,89,701.0
humansettler,90,710.0
humansettler,91,719.0
humansettler,92,728.0
humansettler,93,737.0
humansettler,94,746.0
humansettler,95,755.0
humansettler,96,764.0
humansettler,97,773.0
humansettler,98,782.0
humansettler,99,791.0
humansettler,100,800
humansettler,101,800
humansettler,102,800
humansettler,103,800
humansettler,104,800
humansettler,105,800
humansettler,106,800
humansettler,107,800
humansettler,108,800
humansettler,109,800
humansettler,110,800
humansettler,111,800
humansettler,112,800
humansettler,113,800
humansettler,114,800
humansettler,115,800
humansettler,116,800
humansettler,117,800
humansettler,118,800
humansettler,119,800
humansettler,120,800
humanshowman,1,40
humanshowman,2,44.0
humanshowman,3,48.0
humanshowman,4,52
humanshowman,5,55.666666666666664
humanshowman,6,59.33333333333333
humanshowman,7,63
humanshowman,8,66.0
humanshowman,9,69
humanshowman,10,73.6
humanshowman,11,78.19999999999999
humanshowman,12,82.79999999999998
humanshowman,13,87.39999999999998
humanshowman,14,92
humanshowman,15,99.42857142857143
humanshowman,16,106.85714285714286
humanshowman,17,114.28571428571429
humanshowman,18,121.71428571428572
humanshowman,19,129.14285714285714
humanshowman,20,136.57142857142856
humanshowman,21,144
humanshowman,22,153.55555555555554
humanshowman,23,163.1111111111111
humanshowman,24,172.66666666666663
humanshowman,25,182.22222222222217
humanshowman,26,191.77777777777771
humanshowman,27,201.33333333333326
humanshowman,28,210.8888888888888
humanshowman,29,220.44444444444434
humanshowman,30,230
humanshowman,31,242.77777777777777
humanshowman,32,255.55555555555554
humanshowman,33,268.3333333333333
humanshowman,34,281.1111111111111
humanshowman,35,293.88888888888886
humanshowman,36,306.66666666666663
humanshowman,37,319.4444444444444
humanshowman,38,332.2222222222222
humanshowman,39,345
humanshowman,40,350.1818181818182
