ID,Name,ID,AppType,Property,Val1,Val2,Curve
,,00524418,MullAdd,RecoilMaxDegree,-0.1,0.0,
,,00524418,MullAdd,RecoilMinDegree,-0.1,0.0,
002955e5,mod_RadiumRifle_Barrel_Short_Recoil,002955e5
,,0027abfd,MullAdd,ConIronSights,-0.2,0.0,
,,0027abfd,MullAdd,MaxRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MaxRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
,,0027abfd,MullAdd,MinRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MinRange.json
{'curve': [{'x': 1, 'y': 5}, {'x': 100, 'y': 5}]}"
,,0027abfd,MullAdd,Value,0.1,0.0,
,,00524418,MullAdd,RecoilMaxDegree,-0.1,0.0,
,,00524418,MullAdd,RecoilMinDegree,-0.1,0.0,
,,00524419,MullAdd,RecoilMaxDegree,-0.25,0.0,
,,00524419,MullAdd,RecoilMinDegree,-0.25,0.0,
,,00524419,MullAdd,Weight,0.3,0.0,
,,00524419,MullAdd,Value,0.4,0.0,
,,00524419,Add,Durability,-2,0,
00295697,mod_RadiumRifle_Grip_HipAccuracy,00295697
,,00524414,MullAdd,ConIronSights,-0.1,0.0,
,,00524414,MullAdd,MaxConDegree,-0.25,0.0,
,,00524414,MullAdd,MinConDegree,-0.25,0.0,
,,00524414,MullAdd,SightedTransition,-0.03,0.0,
,,00524414,MullAdd,Weight,0.3,0.0,
,,00524414,MullAdd,Value,0.4,0.0,
,,00524414,Add,Durability,-2,0,
,,0043b769,MullAdd,BaseStability,0.04,0.0,
,,0043b769,MullAdd,ConIronSights,-0.25,0.0,
,,0043b769,MullAdd,RecoilMaxDegree,-0.1,0.0,
,,0043b769,MullAdd,RecoilMinDegree,-0.1,0.0,
,,0043b769,MullAdd,Weight,0.15,0.0,
,,0043b769,MullAdd,Value,0.2,0.0,
0031b1aa,DLC04_mod_HandMadeGun_Magazine_Reload,0031b1aa
,,0052441b,MullAdd,APCost,-0.05,0.0,
,,0052441b,MullAdd,ReloadSpeed,0.3,0.0,
,,0052441b,MullAdd,Weight,0.1,0.0,
,,0052441b,MullAdd,Value,0.2,0.0,
,,0052441b,Add,Durability,-2,0,
000325ee,DLC03_mod_LeverGun_Muzzle_suppressor_Base,000325ee
,,0027ac19,MullAdd,RecoilMaxDegree,-0.125,0.0,
,,0027ac19,MullAdd,RecoilMinDegree,-0.125,0.0,
,,0027ac19,MullAdd,MaxRange,-1.5,0.0,
,,0027ac19,MullAdd,MinRange,-0.75,0.0,
,,0027ac19,MullAdd,Weight,0.125,0.0,
,,0027ac19,MullAdd,Value,0.8,0.0,
,,0027ac19,MullAdd,RecoilShotsForRunaway,0.5,0.0,
,,0027ac19,Add,Durability,-8,0,
002aa328,mod_RadiumRifle_Grip_SecondaryDMG,002aa328
,,0052441d,MullAdd,SecondaryDamage,0.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_Grip_SecDamage.json
{'curve': [{'x': 1, 'y': 0.5}, {'x': 100, 'y': 0.5}]}"
,,0052441d,MullAdd,Weight,0.15,0.0,
,,0052441d,MullAdd,Value,0.4,0.0,
,,0052441d,Add,Durability,0,0,"ItemCondition\Durability_Mods_Weapons_VeryLow.json
{'curve': [{'x': 1, 'y': -2}, {'x': 100, 'y': -2}]}"
,,0043b769,MullAdd,BaseStability,0.04,0.0,
,,0043b769,MullAdd,ConIronSights,-0.25,0.0,
,,0043b769,MullAdd,RecoilMaxDegree,-0.1,0.0,
,,0043b769,MullAdd,RecoilMinDegree,-0.1,0.0,
,,0043b769,MullAdd,Weight,0.15,0.0,
,,0043b769,MullAdd,Value,0.2,0.0,
000324d5,DLC03_mod_LeverGun_Barrel_Short_HipAccuracy,000324d5
,,0027abfd,MullAdd,ConIronSights,-0.2,0.0,
,,0027abfd,MullAdd,MaxRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MaxRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
,,0027abfd,MullAdd,MinRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MinRange.json
{'curve': [{'x': 1, 'y': 5}, {'x': 100, 'y': 5}]}"
,,0027abfd,MullAdd,Value,0.1,0.0,
,,00524414,MullAdd,ConIronSights,-0.1,0.0,
,,00524414,MullAdd,MaxConDegree,-0.25,0.0,
,,00524414,MullAdd,MinConDegree,-0.25,0.0,
,,00524414,MullAdd,SightedTransition,-0.03,0.0,
,,00524414,MullAdd,Weight,0.3,0.0,
,,00524414,MullAdd,Value,0.4,0.0,
,,00524414,Add,Durability,-2,0,
,,00524418,MullAdd,RecoilMaxDegree,-0.1,0.0,
,,00524418,MullAdd,RecoilMinDegree,-0.1,0.0,
00295644,mod_RadiumRifle_Grip_Base,00295644
,,0043b769,MullAdd,BaseStability,0.04,0.0,
,,0043b769,MullAdd,ConIronSights,-0.25,0.0,
,,0043b769,MullAdd,RecoilMaxDegree,-0.1,0.0,
,,0043b769,MullAdd,RecoilMinDegree,-0.1,0.0,
,,0043b769,MullAdd,Weight,0.15,0.0,
,,0043b769,MullAdd,Value,0.2,0.0,
000324fb,DLC03_mod_LeverGun_Barrel_Short_Recoil-HipAccuracy,000324fb
,,0027abfd,MullAdd,ConIronSights,-0.2,0.0,
,,0027abfd,MullAdd,MaxRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MaxRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
,,0027abfd,MullAdd,MinRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MinRange.json
{'curve': [{'x': 1, 'y': 5}, {'x': 100, 'y': 5}]}"
,,0027abfd,MullAdd,Value,0.1,0.0,
,,00524418,MullAdd,RecoilMaxDegree,-0.1,0.0,
,,00524418,MullAdd,RecoilMinDegree,-0.1,0.0,
,,00524415,MullAdd,RecoilMaxDegree,-0.125,0.0,
,,00524415,MullAdd,RecoilMinDegree,-0.125,0.0,
,,00524415,MullAdd,APCost,-0.05,0.0,
,,00524415,MullAdd,Weight,0.05,0.0,
,,00524415,MullAdd,Value,0.2,0.0,
,,00524415,Add,Durability,-2,0,
,,00524413,MullAdd,ConIronSights,-0.05,0.0,
,,00524413,MullAdd,MaxConDegree,-0.25,0.0,
,,00524413,MullAdd,MinConDegree,-0.125,0.0,
,,00524413,MullAdd,SightedTransition,-0.015,0.0,
,,00524413,MullAdd,Weight,0.05,0.0,
,,00524413,MullAdd,Value,0.2,0.0,
,,00524413,Add,Durability,-3,0,
0031b1de,DLC04_mod_HandMadeGun_Receiver_Damage-CritDMG,0031b1de
,,0027ac23,MullAdd,MaxConDegree,-0.05,0.0,
,,0027ac23,MullAdd,MinConDegree,-0.05,0.0,
,,0027ac23,MullAdd,Weight,0.075,0.0,
,,0027ac23,MullAdd,Value,0.4,0.0,
,,0027ac23,Add,CriticalDamageMult,0.5,0.0,
,,0027ac23,Add,Durability,-3,0,
,,0027ac25,MullAdd,Weight,0.15,0.0,
,,0027ac25,MullAdd,Value,0.2,0.0,
,,0027ac25,Add,DamageBonusMult,0.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_Receiver_DMG_Dual.json
{'curve': [{'x': 1, 'y': 0.125}, {'x': 100, 'y': 0.125}]}"
,,0027ac25,Add,Durability,-5,0,
00033a3d,DLC03_mod_LeverGun_Receiver_CritDMG,00033a3d
,,0027ac22,MullAdd,MaxConDegree,-0.1,0.0,
,,0027ac22,MullAdd,MinConDegree,-0.1,0.0,
,,0027ac22,MullAdd,Weight,0.15,0.0,
,,0027ac22,MullAdd,Value,0.4,0.0,
,,0027ac22,Add,CriticalDamageMult,1.0,0.0,
,,0027ac22,Add,Durability,-2,0,
00061b09,DLC03_mod_LeverGun_Receiver_CritDMG-HipAccuracy,00061b09
,,0027ac23,MullAdd,MaxConDegree,-0.05,0.0,
,,0027ac23,MullAdd,MinConDegree,-0.05,0.0,
,,0027ac23,MullAdd,Weight,0.075,0.0,
,,0027ac23,MullAdd,Value,0.4,0.0,
,,0027ac23,Add,CriticalDamageMult,0.5,0.0,
,,0027ac23,Add,Durability,-3,0,
,,00524413,MullAdd,ConIronSights,-0.05,0.0,
,,00524413,MullAdd,MaxConDegree,-0.25,0.0,
,,00524413,MullAdd,MinConDegree,-0.125,0.0,
,,00524413,MullAdd,SightedTransition,-0.015,0.0,
,,00524413,MullAdd,Weight,0.05,0.0,
,,00524413,MullAdd,Value,0.2,0.0,
,,00524413,Add,Durability,-3,0,
0029573c,mod_RadiumRifle_Grip_Recoil-HipAccuracy,0029573c
,,00524415,MullAdd,RecoilMaxDegree,-0.125,0.0,
,,00524415,MullAdd,RecoilMinDegree,-0.125,0.0,
,,00524415,MullAdd,APCost,-0.05,0.0,
,,00524415,MullAdd,Weight,0.05,0.0,
,,00524415,MullAdd,Value,0.2,0.0,
,,00524415,Add,Durability,-2,0,
,,00524413,MullAdd,ConIronSights,-0.05,0.0,
,,00524413,MullAdd,MaxConDegree,-0.25,0.0,
,,00524413,MullAdd,MinConDegree,-0.125,0.0,
,,00524413,MullAdd,SightedTransition,-0.015,0.0,
,,00524413,MullAdd,Weight,0.05,0.0,
,,00524413,MullAdd,Value,0.2,0.0,
,,00524413,Add,Durability,-3,0,
,,0043b769,MullAdd,BaseStability,0.04,0.0,
,,0043b769,MullAdd,ConIronSights,-0.25,0.0,
,,0043b769,MullAdd,RecoilMaxDegree,-0.1,0.0,
,,0043b769,MullAdd,RecoilMinDegree,-0.1,0.0,
,,0043b769,MullAdd,Weight,0.15,0.0,
,,0043b769,MullAdd,Value,0.2,0.0,
0026cb7d,DLC03_mod_LeverGun_SCOPE_shortscope_NV_Base,0026cb7d
,,0052501c,Set,HasScope,1,1,
,,0052501c,MullAdd,BaseStability,-0.2,0.0,
,,0052501c,MullAdd,ConIronSights,-0.25,0.0,
,,0052501c,MullAdd,APCost,0.3,0.0,
,,0052501c,MullAdd,SightedTransition,0.1,0.0,
,,0052501c,MullAdd,Weight,0.125,0.0,
,,0052501c,MullAdd,Value,0.4,0.0,
,,0052501c,Add,Durability,-8,0,
0006f8aa,DLC03_mod_LeverGun_Receiver_FastTrigger-CritDMG,0006f8aa
,,0027ac23,MullAdd,MaxConDegree,-0.05,0.0,
,,0027ac23,MullAdd,MinConDegree,-0.05,0.0,
,,0027ac23,MullAdd,Weight,0.075,0.0,
,,0027ac23,MullAdd,Value,0.4,0.0,
,,0027ac23,Add,CriticalDamageMult,0.5,0.0,
,,0027ac23,Add,Durability,-3,0,
,,0043c166,MullAdd,APCost,-0.1,0.0,
,,0043c166,MullAdd,ReloadSpeed,0.35,0.0,
,,0043c166,MullAdd,Speed,0.55,0.0,
,,0043c166,MullAdd,Weight,0.15,0.0,
,,0043c166,MullAdd,Value,0.4,0.0,
,,0043c166,Add,Durability,-2,0,
002dad88,mod_RadiumRifle_Magazine_Reload,002dad88
,,0052441b,MullAdd,APCost,-0.05,0.0,
,,0052441b,MullAdd,ReloadSpeed,0.3,0.0,
,,0052441b,MullAdd,Weight,0.1,0.0,
,,0052441b,MullAdd,Value,0.2,0.0,
,,0052441b,Add,Durability,-2,0,
002dae81,mod_RadiumRifle_Muzzle_Brake_Base,002dae81
,,005249e2,MullAdd,RecoilMaxDegree,-0.1,0.0,
,,005249e2,MullAdd,RecoilMinDegree,-0.1,0.0,
,,005249e2,MullAdd,MaxRange,-1.5,0.0,
,,005249e2,MullAdd,MinRange,-0.75,0.0,
,,005249e2,MullAdd,Weight,0.1,0.0,
,,005249e2,MullAdd,Value,0.6,0.0,
,,005249e2,MullAdd,RecoilShotsForRunaway,2.0,0.0,
,,005249e2,Add,Durability,5,0,
0019e3de,DLC03_mod_LeverGun_SCOPE_Longscope_NV_Base,0019e3de
,,00525027,Set,HasScope,1,1,
,,00525027,MullAdd,BaseStability,-0.2,0.0,
,,00525027,MullAdd,ConIronSights,-0.25,0.0,
,,00525027,MullAdd,Weight,0.15,0.0,
,,00525027,MullAdd,Value,0.8,0.0,
,,00525027,Add,Durability,-8,0,
0031b1dd,DLC04_mod_HandMadeGun_Receiver_Damage-Auto,0031b1dd
,,0027ac25,MullAdd,Weight,0.15,0.0,
,,0027ac25,MullAdd,Value,0.2,0.0,
,,0027ac25,Add,DamageBonusMult,0.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_Receiver_DMG_Dual.json
{'curve': [{'x': 1, 'y': 0.125}, {'x': 100, 'y': 0.125}]}"
,,0027ac25,Add,Durability,-5,0,
,,0052441e,Set,IsAutomatic,1,1,
,,0052441e,Set,Speed,0.825,0.0,
,,0052441e,MullAdd,APCost,-0.5,0.0,
,,0052441e,MullAdd,MaxRange,-1.0,0.0,
,,0052441e,MullAdd,MinRange,-1.0,0.0,
,,0052441e,MullAdd,Weight,0.075,0.0,
,,0052441e,MullAdd,Value,0.3,0.0,
,,0052441e,Add,Durability,-8,0,
0031b1f8,DLC04_mod_HandMadeGun_SCOPE_shortscope_Base,0031b1f8
,,00524b4b,Set,HasScope,1,1,
,,00524b4b,MullAdd,BaseStability,-0.2,0.0,
,,00524b4b,MullAdd,ConIronSights,-0.25,0.0,
,,00524b4b,MullAdd,Weight,0.1,0.0,
,,00524b4b,MullAdd,Value,0.2,0.0,
0031b19d,DLC04_mod_HandMadeGun_Grip_HipAccuracy-SecondaryDMG,0031b19d
,,00524413,MullAdd,ConIronSights,-0.05,0.0,
,,00524413,MullAdd,MaxConDegree,-0.25,0.0,
,,00524413,MullAdd,MinConDegree,-0.125,0.0,
,,00524413,MullAdd,SightedTransition,-0.015,0.0,
,,00524413,MullAdd,Weight,0.05,0.0,
,,00524413,MullAdd,Value,0.2,0.0,
,,00524413,Add,Durability,-3,0,
,,0052441c,MullAdd,SecondaryDamage,0.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_Grip_SecDamage_Dual.json
{'curve': [{'x': 1, 'y': 0.25}, {'x': 100, 'y': 0.25}]}"
,,0052441c,MullAdd,Weight,0.15,0.0,
,,0052441c,MullAdd,Value,0.3,0.0,
,,0052441c,Add,Durability,0,0,"Weapons\Weap_10mmDMG.json
{'curve': [{'x': 1, 'y': 15}, {'x': 5, 'y': 15}, {'x': 10, 'y': 15}, {'x': 15, 'y': 18}, {'x': 20, 'y': 18}, {'x': 25, 'y': 21}, {'x': 30, 'y': 21}, {'x': 35, 'y': 24}, {'x': 40, 'y': 24}, {'x': 45, 'y': 28}, {'x': 50, 'y': 28}]}"
00268eb5,DLC03_mod_LeverGun_SCOPE_MediumScope_NV_Base,00268eb5
,,0052502a,Set,HasScope,1,1,
,,0052502a,MullAdd,BaseStability,-0.2,0.0,
,,0052502a,MullAdd,ConIronSights,-0.25,0.0,
,,0052502a,MullAdd,Weight,0.125,0.0,
,,0052502a,MullAdd,Value,0.6,1.0,
,,0052502a,Add,Durability,-5,0,
0029c220,mod_RadiumRifle_Grip_Recoil,0029c220
,,00524419,MullAdd,RecoilMaxDegree,-0.25,0.0,
,,00524419,MullAdd,RecoilMinDegree,-0.25,0.0,
,,00524419,MullAdd,Weight,0.3,0.0,
,,00524419,MullAdd,Value,0.4,0.0,
,,00524419,Add,Durability,-2,0,
,,0043b769,MullAdd,BaseStability,0.04,0.0,
,,0043b769,MullAdd,ConIronSights,-0.25,0.0,
,,0043b769,MullAdd,RecoilMaxDegree,-0.1,0.0,
,,0043b769,MullAdd,RecoilMinDegree,-0.1,0.0,
,,0043b769,MullAdd,Weight,0.15,0.0,
,,0043b769,MullAdd,Value,0.2,0.0,
0031b194,DLC04_mod_HandMadeGun_Barrel_Short_HipAccuracy,0031b194
,,0027abfd,MullAdd,ConIronSights,-0.2,0.0,
,,0027abfd,MullAdd,MaxRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MaxRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
,,0027abfd,MullAdd,MinRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MinRange.json
{'curve': [{'x': 1, 'y': 5}, {'x': 100, 'y': 5}]}"
,,0027abfd,MullAdd,Value,0.1,0.0,
,,00524414,MullAdd,ConIronSights,-0.1,0.0,
,,00524414,MullAdd,MaxConDegree,-0.25,0.0,
,,00524414,MullAdd,MinConDegree,-0.25,0.0,
,,00524414,MullAdd,SightedTransition,-0.03,0.0,
,,00524414,MullAdd,Weight,0.3,0.0,
,,00524414,MullAdd,Value,0.4,0.0,
,,00524414,Add,Durability,-2,0,
,,00524418,MullAdd,RecoilMaxDegree,-0.1,0.0,
,,00524418,MullAdd,RecoilMinDegree,-0.1,0.0,
0031b1e0,DLC04_mod_HandMadeGun_Receiver_Damage-HipAccuracy,0031b1e0
,,0027ac25,MullAdd,Weight,0.15,0.0,
,,0027ac25,MullAdd,Value,0.2,0.0,
,,0027ac25,Add,DamageBonusMult,0.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_Receiver_DMG_Dual.json
{'curve': [{'x': 1, 'y': 0.125}, {'x': 100, 'y': 0.125}]}"
,,0027ac25,Add,Durability,-5,0,
,,00524413,MullAdd,ConIronSights,-0.05,0.0,
,,00524413,MullAdd,MaxConDegree,-0.25,0.0,
,,00524413,MullAdd,MinConDegree,-0.125,0.0,
,,00524413,MullAdd,SightedTransition,-0.015,0.0,
,,00524413,MullAdd,Weight,0.05,0.0,
,,00524413,MullAdd,Value,0.2,0.0,
,,00524413,Add,Durability,-3,0,
00314fb2,mod_RadiumRifle_Receiver_CritDMG,00314fb2
,,0027ac22,MullAdd,MaxConDegree,-0.1,0.0,
,,0027ac22,MullAdd,MinConDegree,-0.1,0.0,
,,0027ac22,MullAdd,Weight,0.15,0.0,
,,0027ac22,MullAdd,Value,0.4,0.0,
,,0027ac22,Add,CriticalDamageMult,1.0,0.0,
,,0027ac22,Add,Durability,-2,0,
0026b5f3,DLC03_mod_LeverGun_SCOPE_reflex_circle,0026b5f3
,,005249e7,Set,ZoomFOVMult,1.5,0.0,
,,005249e7,MullAdd,ConIronSights,-0.15,0.0,
,,005249e7,MullAdd,APCost,-0.15,0.0,
,,005249e7,MullAdd,SightedTransition,-0.1,0.0,
,,005249e7,MullAdd,Weight,0.05,0.0,
,,005249e7,MullAdd,Value,0.25,0.0,
,,0026b5f3,Set,ZoomDataCameraOffsetZ,0.85,0.0,
00314fcf,mod_RadiumRifle_Receiver_FastTrigger-HipAccuracy,00314fcf
,,00524413,MullAdd,ConIronSights,-0.05,0.0,
,,00524413,MullAdd,MaxConDegree,-0.25,0.0,
,,00524413,MullAdd,MinConDegree,-0.125,0.0,
,,00524413,MullAdd,SightedTransition,-0.015,0.0,
,,00524413,MullAdd,Weight,0.05,0.0,
,,00524413,MullAdd,Value,0.2,0.0,
,,00524413,Add,Durability,-3,0,
,,0052441f,MullAdd,APCost,-0.05,0.0,
,,0052441f,MullAdd,AttackDelay,0.0,0.0,"Weapons\WeaponMods\Weap_TEMPLATE_Mod_FastTrigger_Dual.json
{'curve': [{'x': 1, 'y': -0.17}, {'x': 100, 'y': -0.17}]}"
,,0052441f,MullAdd,Weight,0.075,0.0,
,,0052441f,MullAdd,Value,0.3,0.0,
,,0052441f,Add,Durability,-5,0,
00286f5a,mod_RadiumRifle_Barrel_Long_Recoil,00286f5a
,,0027abfa,MullAdd,ConIronSights,-0.25,0.0,
,,0027abfa,MullAdd,MaxRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MaxRange.json
{'curve': [{'x': 1, 'y': 16}, {'x': 100, 'y': 16}]}"
,,0027abfa,MullAdd,MinRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MinRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
,,0027abfa,MullAdd,Value,0.2,0.0,
,,0027abfa,Add,Durability,-3,0,
,,00524416,MullAdd,RecoilMaxDegree,0.5,0.0,
,,00524416,MullAdd,RecoilMinDegree,0.5,0.0,
,,00524419,MullAdd,RecoilMaxDegree,-0.25,0.0,
,,00524419,MullAdd,RecoilMinDegree,-0.25,0.0,
,,00524419,MullAdd,Weight,0.3,0.0,
,,00524419,MullAdd,Value,0.4,0.0,
,,00524419,Add,Durability,-2,0,
00314fba,mod_RadiumRifle_Receiver_CritDMG-FastTrigger,00314fba
,,0027ac23,MullAdd,MaxConDegree,-0.05,0.0,
,,0027ac23,MullAdd,MinConDegree,-0.05,0.0,
,,0027ac23,MullAdd,Weight,0.075,0.0,
,,0027ac23,MullAdd,Value,0.4,0.0,
,,0027ac23,Add,CriticalDamageMult,0.5,0.0,
,,0027ac23,Add,Durability,-3,0,
,,0052441f,MullAdd,APCost,-0.05,0.0,
,,0052441f,MullAdd,AttackDelay,0.0,0.0,"Weapons\WeaponMods\Weap_TEMPLATE_Mod_FastTrigger_Dual.json
{'curve': [{'x': 1, 'y': -0.17}, {'x': 100, 'y': -0.17}]}"
,,0052441f,MullAdd,Weight,0.075,0.0,
,,0052441f,MullAdd,Value,0.3,0.0,
,,0052441f,Add,Durability,-5,0,
0031b197,DLC04_mod_HandMadeGun_Barrel_Short_Recoil-HipAccuracy,0031b197
,,0027abfd,MullAdd,ConIronSights,-0.2,0.0,
,,0027abfd,MullAdd,MaxRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MaxRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
,,0027abfd,MullAdd,MinRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MinRange.json
{'curve': [{'x': 1, 'y': 5}, {'x': 100, 'y': 5}]}"
,,0027abfd,MullAdd,Value,0.1,0.0,
,,00524418,MullAdd,RecoilMaxDegree,-0.1,0.0,
,,00524418,MullAdd,RecoilMinDegree,-0.1,0.0,
,,00524415,MullAdd,RecoilMaxDegree,-0.125,0.0,
,,00524415,MullAdd,RecoilMinDegree,-0.125,0.0,
,,00524415,MullAdd,APCost,-0.05,0.0,
,,00524415,MullAdd,Weight,0.05,0.0,
,,00524415,MullAdd,Value,0.2,0.0,
,,00524415,Add,Durability,-2,0,
,,00524413,MullAdd,ConIronSights,-0.05,0.0,
,,00524413,MullAdd,MaxConDegree,-0.25,0.0,
,,00524413,MullAdd,MinConDegree,-0.125,0.0,
,,00524413,MullAdd,SightedTransition,-0.015,0.0,
,,00524413,MullAdd,Weight,0.05,0.0,
,,00524413,MullAdd,Value,0.2,0.0,
,,00524413,Add,Durability,-3,0,
0031b1ae,DLC04_mod_HandMadeGun_Muzzle_Bayonet_Base,0031b1ae
,,0027ac12,MullAdd,MaxRange,-1.5,0.0,
,,0027ac12,MullAdd,MinRange,-0.75,0.0,
,,0027ac12,MullAdd,SecondaryDamage,1.0,0.0,
,,0027ac12,MullAdd,Weight,0.05,0.0,
,,0027ac12,MullAdd,Value,0.1,0.0,
,,0027ac12,Add,Durability,-2,0,
00314fd0,mod_RadiumRifle_Receiver_HipAccuracy,00314fd0
,,00524414,MullAdd,ConIronSights,-0.1,0.0,
,,00524414,MullAdd,MaxConDegree,-0.25,0.0,
,,00524414,MullAdd,MinConDegree,-0.25,0.0,
,,00524414,MullAdd,SightedTransition,-0.03,0.0,
,,00524414,MullAdd,Weight,0.3,0.0,
,,00524414,MullAdd,Value,0.4,0.0,
,,00524414,Add,Durability,-2,0,
0031b1a0,DLC04_mod_HandMadeGun_Grip_Recoil-SecondaryDMG,0031b1a0
,,00524415,MullAdd,RecoilMaxDegree,-0.125,0.0,
,,00524415,MullAdd,RecoilMinDegree,-0.125,0.0,
,,00524415,MullAdd,APCost,-0.05,0.0,
,,00524415,MullAdd,Weight,0.05,0.0,
,,00524415,MullAdd,Value,0.2,0.0,
,,00524415,Add,Durability,-2,0,
,,0052441c,MullAdd,SecondaryDamage,0.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_Grip_SecDamage_Dual.json
{'curve': [{'x': 1, 'y': 0.25}, {'x': 100, 'y': 0.25}]}"
,,0052441c,MullAdd,Weight,0.15,0.0,
,,0052441c,MullAdd,Value,0.3,0.0,
,,0052441c,Add,Durability,0,0,"Weapons\Weap_10mmDMG.json
{'curve': [{'x': 1, 'y': 15}, {'x': 5, 'y': 15}, {'x': 10, 'y': 15}, {'x': 15, 'y': 18}, {'x': 20, 'y': 18}, {'x': 25, 'y': 21}, {'x': 30, 'y': 21}, {'x': 35, 'y': 24}, {'x': 40, 'y': 24}, {'x': 45, 'y': 28}, {'x': 50, 'y': 28}]}"
,,0043b769,MullAdd,BaseStability,0.04,0.0,
,,0043b769,MullAdd,ConIronSights,-0.25,0.0,
,,0043b769,MullAdd,RecoilMaxDegree,-0.1,0.0,
,,0043b769,MullAdd,RecoilMinDegree,-0.1,0.0,
,,0043b769,MullAdd,Weight,0.15,0.0,
,,0043b769,MullAdd,Value,0.2,0.0,
00314fca,mod_RadiumRifle_Receiver_Damage-Auto,00314fca
,,0027ac25,MullAdd,Weight,0.15,0.0,
,,0027ac25,MullAdd,Value,0.2,0.0,
,,0027ac25,Add,DamageBonusMult,0.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_Receiver_DMG_Dual.json
{'curve': [{'x': 1, 'y': 0.125}, {'x': 100, 'y': 0.125}]}"
,,0027ac25,Add,Durability,-5,0,
,,0052441e,Set,IsAutomatic,1,1,
,,0052441e,Set,Speed,0.825,0.0,
,,0052441e,MullAdd,APCost,-0.5,0.0,
,,0052441e,MullAdd,MaxRange,-1.0,0.0,
,,0052441e,MullAdd,MinRange,-1.0,0.0,
,,0052441e,MullAdd,Weight,0.075,0.0,
,,0052441e,MullAdd,Value,0.3,0.0,
,,0052441e,Add,Durability,-8,0,
,,00314fca,Set,IsAutomatic,1,1,
0031b1c3,DLC04_mod_HandMadeGun_Muzzle_LargeBayonet_Base,0031b1c3
,,0027ac11,MullAdd,MaxRange,-1.5,0.0,
,,0027ac11,MullAdd,MinRange,-0.75,0.0,
,,0027ac11,MullAdd,SecondaryDamage,1.25,0.0,
,,0027ac11,MullAdd,Weight,0.125,0.0,
,,0027ac11,MullAdd,Value,0.2,0.0,
,,0027ac11,Add,Durability,-3,0,
0031b1b5,DLC04_mod_HandMadeGun_Muzzle_Brake_Base,0031b1b5
,,005249e2,MullAdd,RecoilMaxDegree,-0.1,0.0,
,,005249e2,MullAdd,RecoilMinDegree,-0.1,0.0,
,,005249e2,MullAdd,MaxRange,-1.5,0.0,
,,005249e2,MullAdd,MinRange,-0.75,0.0,
,,005249e2,MullAdd,Weight,0.1,0.0,
,,005249e2,MullAdd,Value,0.6,0.0,
,,005249e2,MullAdd,RecoilShotsForRunaway,2.0,0.0,
,,005249e2,Add,Durability,5,0,
00314fb9,mod_RadiumRifle_Receiver_CritDMG-Auto,00314fb9
,,0027ac23,MullAdd,MaxConDegree,-0.05,0.0,
,,0027ac23,MullAdd,MinConDegree,-0.05,0.0,
,,0027ac23,MullAdd,Weight,0.075,0.0,
,,0027ac23,MullAdd,Value,0.4,0.0,
,,0027ac23,Add,CriticalDamageMult,0.5,0.0,
,,0027ac23,Add,Durability,-3,0,
,,0052441e,Set,IsAutomatic,1,1,
,,0052441e,Set,Speed,0.825,0.0,
,,0052441e,MullAdd,APCost,-0.5,0.0,
,,0052441e,MullAdd,MaxRange,-1.0,0.0,
,,0052441e,MullAdd,MinRange,-1.0,0.0,
,,0052441e,MullAdd,Weight,0.075,0.0,
,,0052441e,MullAdd,Value,0.3,0.0,
,,0052441e,Add,Durability,-8,0,
,,00314fb9,Set,IsAutomatic,1,1,
