ID,NAME,ANIM_FIRE,RUMBLE_L,RUMBLE_R,RUMBLE_D,ANIM_RELOAD,SIGHTED_TRANS,UNSIGHTED_TRANS,SPEED,ATTACK_DELAY,CAPACITY,WEIGHT,ATTACK_SPEED,AP
0004f46a,HuntingRifle,0.0,0.9,0.9,0.25,4.0,0.2,0.2,1.25,0.15,5,6.0,0.833,28.0
00554605,IncendiaryGrenade,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,20.0
006ccca2,JoeyBello_SuperSledge_BadaBoom,,,,,,,,1.5,0.0,0,20.0,1.8,45.0
000913ca,Knife,,,,,,,,1.0,0.0,0,1.0,0.794,20.0
0005524b,Knuckles,,,,,,,,1.0,0.0,0,0.5,1.139,25.0
004f43d8,LC060_WhitespringSign_BlackPowderRifleNoName,0.0,0.9,0.9,0.25,8.0,0.2,0.2,1.0,0.15,1,6.0,0.833,28.0
004277db,LC096_LvlScorchedGrenadeLauncher_M79,0.0,0.9,0.9,0.3,2.833,0.2,0.2,1.0,0.0,1,6.0,1.0,30.0
0009983b,LaserGun,0.0,0.8,0.6,0.2,0.0,0.15,0.175,1.0,0.25,30,3.0,0.0,25.0
005eefe5,LaserGun_NONPLAYABLE,0.0,0.8,0.6,0.2,0.0,0.15,0.175,1.0,0.25,30,3.0,0.0,25.0
000fc9c3,LeadPipe,,,,,,,,1.0,0.0,0,3.0,1.139,30.0
00613851,LeverGun_SoleSurvivor,0.0,0.5,1.0,0.33,1.767,0.2,0.2,1.0,0.5,5,6.0,0.833,26.0
0008f0ef,M79,0.0,0.9,0.9,0.3,3.0,0.2,0.2,1.0,0.0,1,6.0,1.0,30.0
0007cab1,MG42,0.0,0.8,0.8,0.2,3.667,0.25,0.2,2.0,0.25,75,8.0,0.667,32.0
005a38da,MTNL01_PumpActionShotgun_Fancy,0.0,0.9,0.9,0.2,2.5,0.2,0.2,1.0,0.5,8,7.0,0.833,35.0
0034cbd8,MTNL01_SingleActionRevolver_Fancy,0.0,0.9,0.8,0.25,3.0,0.12,0.15,1.0,0.15,6,4.0,0.833,35.0
00450366,MTNM01_BaitMine_Grenade,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,1.0,1.833,20.0
003e1331,MTNM01_PipeSyringer_Karma,0.3,0.7,0.5,0.2,10.0,0.15,0.15,1.0,0.15,1,1.0,0.3,35.0
00342521,MTNS04_NailerSword,,,,,,,,1.0,0.0,0,3.0,1.139,30.0
0050ca2c,MTNS05_PipeSyringer_Vox,0.3,0.7,0.5,0.2,10.0,0.15,0.15,1.0,0.15,1,4.0,0.3,35.0
0031faea,MTR04_DrossThrownItem,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,0.0
004f496f,MTR05_10mm_ScorchedTrainer,0.0,0.6,0.6,0.2,1.967,0.12,0.15,1.0,0.233,12,3.0,0.667,20.0
002c3ec7,MTR05_ChineseOfficerSword,,,,,,,,1.0,0.0,0,3.0,1.139,35.0
00111ab6,MTR05_MeteoriteSword,,,,,,,,1.0,0.0,0,3.0,1.139,35.0
003aab76,MTR06_10mmSMG_ScorchedKiller,0.0,0.6,0.6,0.2,3.0,0.12,0.15,1.0,0.233,30,3.0,0.667,28.0
00033fe0,Machete,,,,,,,,1.0,0.0,0,2.0,1.139,30.0
005532b4,MeatCleaver,0.7,0.5,1.0,0.33,0.0,0.25,0.25,1.0,0.0,0,0.25,1.833,20.0
00553295,MeatTenderizer,,,,,,,,1.0,0.0,0,20.0,1.8,45.0
0001f669,Minigun,1.0,1.0,1.0,0.15,3.367,0.3,0.3,2.0,0.0,500,18.0,2.2,30.0
001299a6,Minigun_Vertibird,1.0,0.1,0.3,0.15,3.367,0.3,0.3,3.0,0.0,500,0.0,2.2,30.0
00064b87,Minigun_Vertibird_Player,1.0,1.0,1.0,0.15,3.367,0.3,0.3,3.0,0.0,500,0.0,2.2,30.0
0003f6f8,MissileLauncher,0.0,0.8,0.8,0.4,4.267,0.25,0.2,1.0,1.2,1,20.0,0.833,45.0
00773f9c,MissileLauncherLostNPC,0.0,0.8,0.8,0.4,4.267,0.25,0.2,1.0,1.2,1,20.0,0.833,45.0
00357fbd,MoM02B_HistoricSword,,,,,,,,1.0,0.0,0,3.0,1.139,35.0
0039c6c8,MoM_BladeOfBastet,,,,,,,,1.0,0.0,0,3.0,1.139,35.0
0039c6c9,MoM_VoiceOfSet_44,0.0,0.9,0.8,0.25,3.333,0.15,0.15,1.0,0.15,6,4.0,0.833,35.0
00012e73,MoleMinerGauntlet,,,,,,,,1.0,0.0,0,10.0,1.139,40.0
0010c3c6,MolotovCocktail,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,50.0
0010a340,NukeMine,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,20.0
000d76f1,OxygenTankTrap,0.667,0.1,0.3,0.15,0.0,0.25,0.25,3.0,0.0,10000,25.0,2.333,20.0
003f7f81,P01B_Mini_Robot01_Binoculars,0.3,0.8,0.6,0.2,10.0,0.15,0.15,1.0,10.0,30,1.0,0.3,20.0
005d1c12,POST_crBloodEagleBossCombatShotgun_DailyOps,0.0,0.9,0.9,0.2,3.2,0.2,0.2,1.0,0.5,8,7.0,0.833,35.0
005d1c14,POST_crBloodEagleBossCultistBlade_DailyOps,,,,,,,,1.0,0.0,0,3.0,1.139,30.0
005d1c13,POST_crBloodEagleBossRevolver_DailyOps,0.0,0.9,0.8,0.25,3.333,0.12,0.15,1.0,0.15,6,4.0,0.833,35.0
005d2ba9,POST_crBotWeapProtectronArmFlamerLeft_DailyOps,0.033,0.1,0.3,0.15,4.033,0.3,0.3,1.0,0.0,0,30.0,2.2,20.0
005d2bab,POST_crBotWeapSentryCanonLeft_DailyOps,0.067,0.05,0.05,0.1,0.0,0.25,0.25,1.0,3.0,0,3.0,1.0,20.0
005d2baa,POST_crBotWeapSentryCanonRight_DailyOps,0.067,0.05,0.05,0.1,0.0,0.25,0.25,1.0,3.0,0,3.0,1.0,20.0
005cbdfd,POST_crSuperMutantBossHuntingRifle_DailyOps,0.0,0.9,0.9,0.25,2.633,0.2,0.2,1.25,0.15,5,6.0,6.667,28.0
005ad145,POST_crSuperMutantBossMinigun_DailyOps,1.0,1.0,1.0,0.15,3.367,0.3,0.3,2.0,0.0,100,18.0,2.2,30.0
005cb908,POST_crSuperMutantBossMissileLauncher_DailyOps,0.0,0.8,0.8,0.4,3.133,0.25,0.2,1.0,1.2,4,20.0,0.333,45.0
0060e0ef,PepperShaker,1.0,1.0,1.0,0.15,3.367,0.3,0.3,0.45,0.0,50,18.0,2.2,30.0
00041ef1,PharmaBot_Left_Spray,0.0,0.5,1.0,0.33,0.0,0.25,0.25,1.0,0.0,0,0.0,5.567,20.0
00044101,PharmaBot_Middle_Spray,0.0,0.5,1.0,0.33,0.0,0.25,0.25,1.0,0.0,0,0.0,5.567,20.0
00044102,PharmaBot_Right_Spray,0.0,0.5,1.0,0.33,0.0,0.25,0.25,1.0,0.0,0,0.0,5.567,20.0
00002840,Pickaxe,,,,,,,,1.0,0.0,0,2.5,1.8,40.0
0014831a,PipeBoltAction,0.3,0.8,0.5,0.2,10.0,0.15,0.175,1.0,0.15,6,3.0,0.3,20.0
00024f55,PipeGun,0.3,0.8,0.6,0.2,10.0,0.15,0.175,1.0,0.167,12,4.0,0.3,21.0
0014831b,PipeRevolver,0.3,0.8,0.8,0.25,10.0,0.15,0.175,1.0,0.15,6,3.0,0.3,25.0
0014d09e,PipeSyringer,0.3,0.7,0.5,0.2,10.0,0.15,0.15,1.0,0.15,1,4.0,0.3,35.0
000d83bf,PipeWrench,,,,,,,,1.0,0.0,0,2.0,1.139,35.0
00613852,PipeWrench_MechanicsBestFriend,,,,,,,,1.0,0.0,0,2.0,1.139,35.0
0003a1d1,Pitchfork,,,,,,,,1.0,0.0,0,2.0,1.673,40.0
00554607,PlasmaBundleGrenade,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,20.0
0055c166,PlasmaCaster,0.0,1.0,1.0,0.15,5.333,0.3,0.3,1.0,0.5,20,18.0,0.833,30.0
0010a33d,PlasmaGrenade,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,20.0
00100ae9,PlasmaGun,0.033,0.5,0.6,0.2,2.333,0.15,0.2,1.0,0.3,30,3.0,1.0,25.0
005ea441,PlasmaGun_MindOverMatter,0.033,0.5,0.6,0.2,2.333,0.15,0.2,1.0,0.3,30,3.0,1.0,25.0
0010a342,PlasmaMine,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,20.0
005e8876,PlasmaSword,,,,,,,,1.0,0.0,0,3.0,1.139,35.0
000fa3e8,PoolCue,,,,,,,,1.0,0.0,0,1.0,1.8,30.0
0011b336,PowerFist,,,,,,,,1.0,0.0,0,4.0,1.139,35.0
002d481e,ProtestSign01,,,,,,,,1.0,0.0,0,3.0,1.8,33.0
002d4837,ProtestSign02,,,,,,,,1.0,0.0,0,3.0,1.8,33.0
002d4857,ProtestSign03,,,,,,,,1.0,0.0,0,3.0,1.8,33.0
002d4864,ProtestSign04,,,,,,,,1.0,0.0,0,3.0,1.8,33.0
002d4865,ProtestSign05,,,,,,,,1.0,0.0,0,3.0,1.8,33.0
002d4866,ProtestSign06,,,,,,,,1.0,0.0,0,3.0,1.8,33.0
002d4867,ProtestSign07,,,,,,,,1.0,0.0,0,3.0,1.8,33.0
002d4960,ProtestSign08,,,,,,,,1.0,0.0,0,3.0,1.8,33.0
002d4a7f,ProtestSign09,,,,,,,,1.0,0.0,0,3.0,1.8,33.0
002d4aa0,ProtestSign10,,,,,,,,1.0,0.0,0,3.0,1.8,33.0
000ff21f,PulseGrenade,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,20.0
000073f8,PulseGrenadeOrbital,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,20.0
004ecc0e,PulseGrenadeStrike,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,20.0
0010a344,PulseMine,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,20.0
0012dbb3,PumpActionShotgun,0.0,0.9,0.9,0.2,2.5,0.2,0.2,1.0,0.5,8,7.0,0.833,35.0
005dd5b2,QuadLauncher,0.0,0.8,0.8,0.4,4.267,0.25,0.2,1.0,1.2,1,20.0,0.833,45.0
00110d41,RadiumRifle,0.0,0.8,0.8,0.2,3.567,0.2,0.2,1.0,0.25,20,7.0,0.667,25.0
000fe268,RailwayRifle,0.0,0.7,0.7,0.4,3.367,0.25,0.2,1.0,1.0,10,9.0,0.667,20.0
0055c152,RegularBow,0.067,0.6,0.6,0.2,0.1,0.15,0.15,1.0,0.233,1,3.0,0.833,28.0
0055c152,RegularBow,0.067,0.6,0.6,0.2,0.1,0.15,0.15,1.0,0.233,1,3.0,0.833,28.0
00554606,RemoteGrenade,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,20.0
00143ab5,RevolutionarySword,,,,,,,,1.0,0.0,0,3.0,1.139,35.0
000fa2f6,Ripper,,,,,,,,1.0,0.0,0,6.0,1.139,4.0
00142fab,RollingPin,,,,,,,,1.0,0.0,0,1.0,1.139,25.0
00682047,SCORE_S11_AutoGrenadeLauncher_NukaLauncher,0.033,1.0,1.0,0.15,5.0,0.3,0.3,1.5,0.5,12,18.0,0.833,30.0
00752296,SCORE_S16_Mini_Robot01_DaringBinoculars,0.3,0.8,0.6,0.2,10.0,0.15,0.15,1.0,10.0,30,1.0,0.3,20.0
006353d0,SCORE_S7_GammaGun_Xerxos,0.0,0.3,0.6,0.2,4.333,0.12,0.15,1.0,0.15,8,3.0,0.667,30.0
00621a92,SCORE_S8_AlienBlaster_ZetasRevenge,0.0,0.9,0.8,0.2,2.867,0.12,0.15,1.0,0.1,42,2.0,0.667,20.0
003b2626,SFZ14_Bomb_BlastMine,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,20.0
00455839,SheepSquatchClub,,,,,,,,1.0,0.0,0,3.0,1.139,30.0
0045ff61,SheepsquatchShard,0.7,0.5,1.0,0.33,0.0,0.25,0.25,1.0,0.0,0,0.25,1.833,20.0
00455847,SheepsquatchStaff,,,,,,,,1.0,0.0,0,12.0,1.8,40.0
0045582b,ShepherdsCrook,,,,,,,,1.0,0.0,0,7.0,1.8,40.0
000fa2fb,Shishkebab,,,,,,,,1.0,0.0,0,3.0,1.139,35.0
004e2e20,Shovel,,,,,,,,1.0,0.0,0,6.0,1.8,40.0
00766ac2,Shovel_NPC,,,,,,,,1.0,0.0,0,6.0,1.8,40.0
000b3293,Sickle,,,,,,,,1.0,0.0,0,3.0,1.139,30.0
000b3293,Sickle,,,,,,,,1.0,0.0,0,3.0,1.139,30.0
001c7a69,SingleActionRevolver,0.0,0.9,0.8,0.25,3.0,0.12,0.15,1.0,0.15,6,4.0,0.833,35.0
001c7a69,SingleActionRevolver,0.0,0.9,0.8,0.25,3.0,0.15,0.15,1.0,0.15,6,4.0,0.833,35.0
000360cf,SkiSword,,,,,,,,1.0,0.0,0,3.0,1.139,30.0
000e7ab9,Sledgehammer,,,,,,,,1.0,0.0,0,12.0,1.8,40.0
00467fc6,SmokeGrenade,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,20.0
002d473a,Spear,,,,,,,,1.0,0.0,0,2.0,1.673,40.0
0072df0b,Stormcutter,,,,,,,,1.0,0.0,0,15.0,1.8,45.0
0015b043,SubmachineGun,0.0,0.7,0.7,0.15,3.233,0.2,0.2,1.4,0.15,50,7.0,2.2,35.0
000ff964,SuperSledge,,,,,,,,1.0,0.0,0,20.0,1.8,45.0
006e1353,SuperSledge_NPCONLY,,,,,,,,1.0,0.0,0,20.0,1.8,45.0
005ea440,SuperSledge_TheFarmhand,,,,,,,,1.0,0.0,0,20.0,1.8,45.0
00403022,Survival_44_MedicalMalpractice,0.0,0.9,0.8,0.25,3.333,0.15,0.15,1.0,0.15,6,4.0,0.833,35.0
00403025,Survival_50CalMachineGun_TheActionHero,0.033,1.0,1.0,0.15,5.0,0.3,0.3,1.0,0.0,250,18.0,2.2,30.0
0042b0d2,Survival_AssaultRifle_WhistleInTheDark,0.0,0.8,0.8,0.2,1.933,0.2,0.2,1.0,0.25,20,8.0,0.667,32.0
0042b0cb,Survival_Baton_DisorderlyConduct,,,,,,,,1.0,0.0,0,2.0,1.139,30.0
0042b0ce,Survival_DeathclawGauntlet_UnstoppableMonster,,,,,,,,1.0,0.0,0,10.0,1.139,40.0
0042b0d3,Survival_DoubleBarrelShotgun_SaltOfTheEarth,0.0,0.9,0.9,0.3,3.067,0.2,0.2,1.0,0.275,2,6.0,1.0,30.0
00403024,Survival_Fatman_TheGuarantee,0.167,0.6,0.8,0.5,5.633,0.2,0.2,1.0,0.0,1,20.0,1.0,60.0
0042b0cc,Survival_GatlingGun_ResoluteVeteran,0.033,1.0,1.0,0.15,3.167,0.3,0.3,1.0,1.15,250,18.0,10.033,30.0
0042b0d0,Survival_HarpoonGun_Kingfisher,0.0,0.7,0.7,0.4,4.1,0.2,0.2,1.0,1.0,1,16.0,1.0,40.0
0042b0cf,Survival_LaserGun_AcceptableOverkill,0.0,0.8,0.6,0.2,0.0,0.175,0.175,1.0,0.25,30,3.0,0.0,25.0
00403023,Survival_LeverGun_SoleSurvivor,0.0,0.5,1.0,0.33,1.767,0.2,0.2,1.0,0.5,5,6.0,0.833,26.0
0042b0cd,Survival_LightningGun_NightLight,0.033,0.8,0.8,0.4,4.2,0.2,0.2,1.0,0.5,15,8.0,0.833,30.0
00403021,Survival_M79_CrushingBlow,0.0,0.9,0.9,0.3,3.0,0.2,0.2,1.0,0.0,1,6.0,1.0,30.0
0042b0d1,Survival_PipeWrench_MechanicsBestFriend,,,,,,,,1.0,0.0,0,2.0,1.139,35.0
0042b0d4,Survival_RevolutionarySword_CommandersCharge,,,,,,,,1.0,0.0,0,3.0,1.139,35.0
00403026,Survival_Switchblade_TheQuickFix,,,,,,,,1.0,0.0,0,1.0,0.794,20.0
000fdc81,Switchblade,,,,,,,,1.0,0.0,0,1.0,0.794,20.0
00621548,TEMPLATE_Legendary_Weapon_Melee,,,,,,,,1.0,0.0,0,44.0,1.8,33.0
00621549,TEMPLATE_Legendary_Weapon_Ranged,0.0,0.6,0.6,0.2,1.967,0.12,0.15,1.0,0.233,12,44.0,0.667,20.0
001128f2,ThirstZapper,0.0,0.9,0.8,0.2,5.367,0.15,0.15,1.0,0.1,0,2.0,0.667,20.0
003879a3,Throwing_Knife,0.7,0.5,1.0,0.33,0.0,0.25,0.25,1.0,0.0,0,0.25,1.833,20.0
003879a3,Throwing_Knife,0.7,0.5,1.0,0.33,0.0,0.25,0.25,1.0,0.0,0,0.25,1.833,20.0
00185d25,TireIron,,,,,,,,1.0,0.0,0,2.0,1.139,25.0
000042f2,Tomahawk,0.7,0.5,1.0,0.33,0.0,0.25,0.25,1.0,0.0,0,0.7,1.833,20.0
000042f2,Tomahawk,0.7,0.5,1.0,0.33,0.0,0.25,0.25,1.0,0.0,0,0.7,1.833,20.0
0064a571,ToyFireworkLauncher_Blue,0.0,0.9,0.8,0.2,5.367,0.15,0.15,1.0,0.1,999,2.0,0.667,20.0
0064a56f,ToyFireworkLauncher_Gold,0.0,0.9,0.8,0.2,5.367,0.15,0.15,1.0,0.1,999,2.0,0.667,20.0
0064a572,ToyFireworkLauncher_Green,0.0,0.9,0.8,0.2,5.367,0.15,0.15,1.0,0.1,999,2.0,0.667,20.0
0064a573,ToyFireworkLauncher_Pink,0.0,0.9,0.8,0.2,5.367,0.15,0.15,1.0,0.1,999,2.0,0.667,20.0
0064a574,ToyFireworkLauncher_Red,0.0,0.9,0.8,0.2,5.367,0.15,0.15,1.0,0.1,999,2.0,0.667,20.0
0064a570,ToyFireworkLauncher_Silver,0.0,0.9,0.8,0.2,5.367,0.15,0.15,1.0,0.1,999,2.0,0.667,20.0
0064a575,ToyFireworkLauncher_Yellow,0.0,0.9,0.8,0.2,5.367,0.15,0.15,1.0,0.1,999,2.0,0.667,20.0
0010845c,TrapGrenadeBouquetWeaponFrag1,,,,,,,,1.0,0.0,0,0.0,0.30000001192092896,20.0
000ff276,TrapGrenadeBouquetWeaponFrag3,0.0,0.5,1.0,0.33000001311302185,0.0,0.25,0.25,1.0,0.0,0,0.0,0.30000001192092896,20.0
00186171,UltraciteLaserGun,0.0,0.8,0.6,0.2,0.0,0.15,0.175,1.0,0.2,30,3.0,0.0,25.0
00664d6a,UltraciteLaserGun_E09A,0.0,0.8,0.6,0.2,0.0,0.15,0.175,1.0,0.2,30,3.0,0.0,25.0
002ef66e,Ultracite_GatlingLaser,1.0,0.7,0.7,0.15,4.867,0.3,0.3,2.0,0.15,500,18.0,2.2,30.0
000c2c27,UnarmedHuman,,,,,,,,1.0,0.0,0,0.0,1.139,20.0
000c2c32,UnarmedPowerArmor,,,,,,,,1.0,0.0,0,0.0,0.887,20.0
00544777,V96_1_SuppressionPipeSyringer,0.3,0.7,0.5,0.2,10.0,0.15,0.15,2.0,0.15,1,4.0,0.3,35.0
005428ca,V96_1_WeapSuppressionGrenade_I,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,20.0
005439ab,V96_1_WeapSuppressionGrenade_II,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,20.0
005439ac,V96_1_WeapSuppressionGrenade_III,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,20.0
005439ad,V96_1_WeapSuppressionMine_I,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,20.0
005439ae,V96_1_WeapSuppressionMine_II,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,20.0
005439af,V96_1_WeapSuppressionMine_III,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,20.0
005a21a2,W05_COMP_Astronaut_AlienBlaster_QuestReward,0.0,0.9,0.8,0.2,2.867,0.12,0.15,1.0,0.1,42,2.0,0.667,20.0
005a21e4,W05_COMP_Beckett_50CalMachineGun_QuestReward,0.033,1.0,1.0,0.15,5.0,0.3,0.3,1.0,0.0,250,18.0,2.2,30.0
005a366e,W05_MQR_205P_PlasmaGun,0.033,0.5,0.6,0.2,2.333,0.15,0.2,1.0,0.3,30,3.0,1.0,25.0
0059a82f,W05_MQS_203P_10mmSMG,0.0,0.6,0.6,0.2,3.0,0.12,0.15,1.1,0.233,30,3.0,2.2,28.0
0041a39c,W05_MQ_003P_Muscle_PollyAssaultronHead,0.0,0.7,0.2,0.2,0.833,0.2,0.2,1.0,0.15,5,8.0,0.667,30.0
00597629,W05_MQ_004P_44,0.0,0.9,0.8,0.25,3.333,0.12,0.15,1.0,0.15,6,4.0,0.833,35.0
0059656e,W05_MQ_004P_HuntingRifle,0.0,0.9,0.9,0.25,4.0,0.2,0.2,1.25,0.15,5,6.0,0.833,28.0
0059656b,W05_MQ_004P_Knuckles,,,,,,,,1.0,0.0,0,0.5,1.139,25.0
0059656f,W05_MQ_004P_LaserGun,0.0,0.8,0.6,0.2,0.0,0.15,0.175,1.0,0.25,30,3.0,0.0,25.0
00596569,W05_MQ_004P_PumpActionShotgun,0.0,0.9,0.9,0.2,2.5,0.2,0.2,1.0,0.5,8,7.0,0.833,35.0
0059656d,W05_MQ_004P_Sickle,,,,,,,,1.0,0.0,0,3.0,1.139,30.0
0059656c,W05_MQ_004P_Sledgehammer,,,,,,,,1.0,0.0,0,12.0,1.8,40.0
005a2a52,W05_Minigun_Raider_Gail,1.0,1.0,1.0,0.15,3.367,0.3,0.3,2.0,0.0,500,18.0,2.2,30.0
00592f7a,W05_TurboFertFertilizer,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,1.0,1.833,20.0
000fdc7d,WalkingCane,,,,,,,,1.0,0.0,0,2.0,1.139,20.0
0000dc57,WarDrum,,,,,,,,1.0,0.0,0,20.0,1.8,45.0
005d79c7,WarGlaive,,,,,,,,1.0,0.0,0,9.0,1.8,40.0
005eefe3,WarGlaive_NONPLAYABLE,,,,,,,,1.0,0.0,0,9.0,1.8,40.0
005e897c,WarGlaive_Oathbreaker,,,,,,,,1.0,0.0,0,9.0,1.8,40.0
0050b4bc,WeaponDecalScorched,0.0,0.5,1.0,0.33,0.0,0.25,0.25,1.0,0.0,0,0.0,1.139,20.0
002a0405,WoodCuttingAxe,,,,,,,,1.0,0.0,0,4.0,1.8,40.0
0012e2ca,WorkshopArtillerySmokeFlare,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,20.0
0005de31,WorkshopArtilleryWeapon,0.0,0.1,0.3,0.15,3.933,0.3,0.3,1.0,0.0,1,25.0,1.0,30.0
00063b72,WorkshopArtilleryWeaponClose,0.0,0.1,0.3,0.15,3.933,0.3,0.3,1.0,0.0,1,25.0,1.0,30.0
00063b73,WorkshopArtilleryWeaponFar,0.0,0.1,0.3,0.15,3.933,0.3,0.3,1.0,0.0,1,25.0,1.0,30.0
0020413e,WorkshopTrapFlamethrowerWeap01,0.033,0.5,0.55,0.2,3.833,0.3,0.3,1.0,0.15,500,15.0,2.2,30.0
0020413f,WorkshopTrapFlamethrowerWeap02,0.033,0.5,0.55,0.2,3.833,0.3,0.3,1.0,0.15,500,15.0,2.2,30.0
0004dfe3,WorkshopVertibirdGrenade,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,1.0,1.833,20.0
006c4f2f,XPD_AC01_CarryAndThrow_Object,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,0.0
006e4ac4,XPD_AC01_CarryAndThrow_Object_ED,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,1000,0.5,1.833,0.0
006e83e6,XPD_AC02_CarryAndThrow_Object_Tato,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,0.0
006ea336,XPD_AC02_JuchiWeapon,,,,,,,,1.0,0.0,0,12.0,1.8,40.0
006ddfee,XPD_AC02_Juchi_Flamer,0.033,0.5,0.55,0.2,3.833,0.25,0.3,1.0,0.15,100,15.0,2.2,30.0
006d1bc8,XPD_AC02_JullianCombatKnife,,,,,,,,1.0,0.0,0,1.0,0.794,20.0
006ea337,XPD_AC02_JullianRifle,0.0,0.8,0.8,0.2,1.933,0.2,0.2,1.0,0.25,0,8.0,2.2,0.0
006e1c28,XPD_AC03_CarryAndThrow_Object,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,0.0
0076d062,XPD_AC_MuniTurret,0.333,0.1,0.3,0.15,0.0,0.25,0.25,1.0,0.0,0,25.0,2.667,20.0
0075ec24,XPD_AC_Race_FireworkWeaponPalmGold,0.0,0.1,0.3,0.15,3.933,0.3,0.3,1.0,0.0,1,25.0,1.0,30.0
0075ec25,XPD_AC_Race_FireworkWeaponPalmSilver,0.0,0.1,0.3,0.15,3.933,0.3,0.3,1.0,0.0,1,25.0,1.0,30.0
0075ec26,XPD_AC_Race_FireworkWeaponPeonyBlue,0.0,0.1,0.3,0.15,3.933,0.3,0.3,1.0,0.0,1,25.0,1.0,30.0
0075ec27,XPD_AC_Race_FireworkWeaponPeonyCrackle,0.0,0.1,0.3,0.15,3.933,0.3,0.3,1.0,0.0,1,25.0,1.0,30.0
0075ec28,XPD_AC_Race_FireworkWeaponPeonyGreen,0.0,0.1,0.3,0.15,3.933,0.3,0.3,1.0,0.0,1,25.0,1.0,30.0
0075ec29,XPD_AC_Race_FireworkWeaponPeonyPink,0.0,0.1,0.3,0.15,3.933,0.3,0.3,1.0,0.0,1,25.0,1.0,30.0
0075ec2a,XPD_AC_Race_FireworkWeaponPeonyRed,0.0,0.1,0.3,0.15,3.933,0.3,0.3,1.0,0.0,1,25.0,1.0,30.0
0075ec2b,XPD_AC_Race_FireworkWeaponPeonyYellow,0.0,0.1,0.3,0.15,3.933,0.3,0.3,1.0,0.0,1,25.0,1.0,30.0
0063d68a,XPD_ObjMod_CarryAndThrow_Object_Template,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,0.0
0063daaa,XPD_Pitt01_ObjMod_CarryAndThrow_Object,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,0.0
006539ae,XPD_Pitt02_CarryAndThrow_Object_Troglocide,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,0.0
0059bc16,ZZZATX_TurkeyRipper,,,,,,,,1.0,0.0,0,6.0,1.119,40.0
004749c9,ZZZ_ATX_Pickaxe_Modern,,,,,,,,1.0,0.0,0,2.5,1.8,40.0
005527bb,ZZZ_Grahams_MeatTenderizer,,,,,,,,1.0,0.0,0,20.0,1.8,45.0
005527bd,ZZZ_Grahams_MeatTenderizer_Cayanne,,,,,,,,1.0,0.0,0,20.0,1.8,45.0
005527bc,ZZZ_Grahams_MeatTenderizer_Pepper,,,,,,,,1.0,0.0,0,20.0,1.8,45.0
006ccc2e,ZZZ_NeedleSMG,0.0,0.6,0.6,0.2,3.0,0.12,0.15,1.0,0.233,30,3.0,2.2,28.0
